AU,TI,SO,AB,PY,VL,DI
"Xuan, LX; Sheng, ZL; Lu, JQ; Qiu, QF; Chen, J; Xiong, JB",Bacterioplankton community responses and the potential ecological thresholds along disturbance gradients,SCIENCE OF THE TOTAL ENVIRONMENT,"Increasing intensity and frequency of coastal pollutions are the trajectory to be expected due to anthropogenic pressures. However, it is still unclear how and to what extent bacterioplankton communities respond to the two factors, despite the functional importance of bacterioplankton in biogeochemical cycles. In this study, significant organic pollution index (OPI) and offshore distance gradients, as respective proxies of disturbance intensity and disturbance frequency, were detected in a regional scale across the East China Sea. A multiple regression on matrices (MRM) revealed that the biogeography of bacterioplankton community depended on spatial scale, which was governed by local characters. Bacterioplankton community compositions (BCCs) were primarily governed by the conjointly direct (-0.28) and indirect (-0.48) effects of OPI, while offshore distance contributed a large indirectly effect (0.52). A SEGMENTED analysis depicted non-linear responses of BCCs to increasing disturbance intensity and disturbance frequency, as evidenced by significant tipping points. This was also true for the dominant bacterial phyla. Notably, we screened 30 OPI-discriminatory taxa that could quantitatively diagnose coastal OPI levels, with an overall 79.3% accuracy. Collectively, the buffer capacity of bacterioplankton communities to increasing disturbance intensity and disturbance frequency is limited, of which the significant tipping points afford a warning line for coastal management. In addition, coastal pollution level can be accurately diagnosed by a few OPI-discriminatory taxa. (C) 2019 Elsevier B.V. All rights reserved.",2019,696,10.1016/j.scitotenv.2019.134015
"Loo, WT; Garcia-Loor, J; Dudaniec, RY; Kleindorfer, S; Cavanaugh, CM","Host phylogeny, diet, and habitat differentiate the gut microbiomes of Darwins finches on Santa Cruz Island",SCIENTIFIC REPORTS,"Darwins finches are an iconic example of an adaptive radiation with well-characterized evolutionary history, dietary preferences, and biogeography, offering an unparalleled opportunity to disentangle effects of evolutionary history on host microbiome from other factors like diet and habitat. Here, we characterize the gut microbiome in Darwins finches, comparing nine species that occupy diverse ecological niches on Santa Cruz island. The finch phylogeny showed moderate congruence with the microbiome, which was comprised mostly of the bacterial phyla Firmicutes, Actinobacteria, and Proteobacteria. Diet, as measured with stable isotope values and foraging observations, also correlated with microbiome differentiation. Additionally, each gut microbial community could easily be classified by the habitat of origin independent of host species. Altogether, these findings are consistent with a model of microbiome assembly in which environmental filtering via diet and habitat are primary determinants of the bacterial taxa present with lesser influence from the evolutionary history between finch species.",2019,9,10.1038/s41598-019-54869-6
"Zhang, HJ; Hou, FR; Xie, WJ; Wang, K; Zhou, XY; Zhang, DM; Zhu, XY",Interaction and assembly processes of abundant and rare microbial communities during a diatom bloom process,ENVIRONMENTAL MICROBIOLOGY,"Diatom blooms can significantly influence the dynamics of microbial communities, yet little is known about the interaction and assembly mechanisms of abundant and rare taxa during bloom process. Here, using 16S rRNA gene amplicon sequencing, we investigated the co-occurrence patterns and assembly processes of abundant and rare microbial communities during an early spring diatom bloom in Xiangshan bay. Our results showed that alpha-diversity indices in the rare subcommunity (RS) were significantly higher than those in the abundant and common subcommunities. beta-Diversity of the RS was the highest among three subcommunities, and the variation of beta-diversity in the three subcommunities was mainly induced by species turnover, which was also the highest in the RS. The assembly of microbial communities was mainly driven by the neutral processes, but the roles of neutral processes might differ in each subcommunity. Co-occurrence network analysis revealed that abundant and common operational taxonomic units were more often located in central positions within the network. Most of the modules in the network were specific to a particular bloom stage, owing to the succession of Skeletonema costatum. Overall, these findings expand current understanding of the microbial interaction and assembly mechanisms in marine environment suffering harmful algal bloom disturbance.",,,10.1111/1462-2920.14820
"Fasching, C; Akotoye, C; Bizic, M; Fonvielle, J; Ionescu, D; Mathavarajah, S; Zoccarato, L; Walsh, DA; Grossart, HP; Xenopoulos, MA",Linking stream microbial community functional genes to dissolved organic matter and inorganic nutrients,LIMNOLOGY AND OCEANOGRAPHY,"There is now increasing evidence for the importance of microbial regulation of biogeochemical cycling in streams. Resource availability shapes microbial community structure, but less is known about how landscape-mediated availability of nutrients and carbon can control microbial functions in streams. Using comparative metagenomics, we examined the relationship between microbial functional genes and composition of dissolved organic matter (DOM), nutrients, and suspended microbial communities in 11 streams, divided into three groups based on the predominant land cover category (agriculture, forested, or wetland). Using weighted gene co-occurrence network analysis, we identified clusters of functions related to DOM composition, agricultural land use, and/or wetland and forest land cover. Wetland-dominated streams were characterized by functions related to nitrogen metabolism and processing of aromatic carbon compounds, with strong positive correlations with dissolved organic carbon concentration and DOM aromaticity. Forested streams were characterized by metabolic functions related to monomer uptake and carbohydrates, such as mannose and fructose metabolism. In agricultural streams, microbial functions were correlated with more labile, protein-like DOM, PO4, and NO3, likely reflecting functional adaptation to labile DOM and higher nutrient concentrations. Distinct changes in the functional composition and loss of functional diversity of microorganisms became evident when comparing natural to agricultural catchments. Although all streams showed signs of functional redundancy, loss of species richness per function in agricultural catchments suggests that microbial functions in natural catchments may be more resilient to disturbance. Our results provide new insight into microbial community functions involved in nutrient and carbon biogeochemical cycles and their dependence on specific environmental settings.",2020,65,10.1002/lno.11356
"Sui, X; Zhang, RT; Frey, B; Yang, LB; Li, MH; Ni, HW","Land use change effects on diversity of soil bacterial, Acidobacterial and fungal communities in wetlands of the Sanjiang Plain, northeastern China",SCIENTIFIC REPORTS,"The bacterial, acidobacterial, and fungal communities in wetlands can undergo perturbations by various human activities, such as disturbances caused by cultivation and during the process of system restoration. In this study, we investigated the relationships between the composition of the soil bacterial, acidobacterial, and fungal communities and the transformation of wetlands by human activities in the Sanjiang Plain. Soil microbial communities were assessed in wetland soils collected from pristine marsh, neighboring cropland (wetland turned into arable land), and land that had been reforested with Larix gmelinii. The alpha-diversities of bacteria, Acidobacteria, and fungi were affected by land-use change and were highest in the arable land and lowest in the wetland soils. The soil microbial community structures were also altered with changing land-use. Canonical correlation analyses showed that beta-diversity was significantly affected by soil pH, available phosphorus, soil nitrogen, and total organic carbon. Overall, our results showed that the agricultural cultivation of wetlands changes the available soil carbon, nitrogen, and phosphorus pools, thereby influencing the bacterial, acidobacterial, and fungal diversity and community structure. Once the soil microbial community has been altered by human activity, it might be difficult to restore it to its original state. These findings highlight the importance of effectively maintaining the diversity of soil bacterial, Acidobacterial, and fungal communities despite land use change in order to sustain a microbial community diversity and ecosystem function.",2019,9,10.1038/s41598-019-55063-4
"Zheng, Y; Gong, X",Niche differentiation rather than biogeography shapes the diversity and composition of microbiome of Cycas panzhihuaensis,MICROBIOME,"Background Given their adaptation to nutrient-poor and drought environments, cycads are vital models for plant-microbiome interaction research because they are likely to host an important reservoir of beneficial microbes that may support cycad survival. However, a comprehensive understanding of the diversity and community composition of microbiome associated with different plant compartments as well as bulk soils of cycad species remains elusive. Method An extensive investigation of species diversity and community composition of bacterial and fungal microbiome in roots, seeds, unfertilized seeds, ovules, pollens, and soils of Cycas panzhihuaensis L. Zhou & S. Y. Yang has been conducted by high-through sequencing technology. Moreover, principal component analysis (PCA), hierarchical cluster analysis (HCA), and heatmap analysis were applied to test the niche-specific effect and biogeography factor among different sample types of this cycad species. Results Highly diverse microbiota and significant variation of community structure were found among different compartments of C. panzhihuaensis. Soils exhibited a remarkable differentiation of bacterial community composition compared to the other five plant organs as revealed by PCA, HCA, and heatmap analyses. Different compartments possessed unique core microbial taxa with Pseudomonadaceae and Nectriaceae shared among them. According to the indicator species analysis, there was almost no differentiation of dominant microbiomes with regard to the geography of the host cycad. Two main transmission models existed in the C. panzhihuaensis. Conclusions Each sample type represented a unique niche and hosted a niche-specific core microbial taxa. Contrary to previous surveys, biogeography hardly exerted impact on microbial community variation in this study. The majority of the cycad-associated microbes were horizontally derived from soils and/or air environments with the rest vertically inherited from maternal plants via seeds. This study offers a robust knowledge of plant-microbiome interaction across various plant compartments and soils and lends guidelines to the investigation of adaptation mechanism of cycads in arid and nutrient-poor environments as well as their evolutionary conservation.",2019,7,10.1186/s40168-019-0770-y
"Aho, KA; Weber, CF; Christner, BC; Vinatzer, BA; Morris, CE; Joyce, R; Failor, KC; Werth, JT; Bayless-Edwards, ALH; Schmale, DG",Spatiotemporal patterns of microbial composition and diversity in precipitation,ECOLOGICAL MONOGRAPHS,"Microbes in the atmosphere have broad ecological impacts, including the potential to trigger precipitation through species and strains that act as ice nucleation particles. To characterize spatiotemporal trends of microbial assemblages in precipitation we sequenced 16S (bacterial) and 18S (fungal) rRNA gene amplicon libraries collected from 72 precipitation events in three U.S. states (Idaho, Louisiana, and Virginia) over four seasons. We considered these data from the perspective of a novel metacommunity framework. In agreement with our heuristic, we found evidence for distinct mechanisms underlying the composition and diversity of bacterial and fungal assemblages in precipitation. Specifically, we determined that (1) bacterial operational taxonomic unit (OTU) composition of precipitation was strongly associated with macroscale drivers including season and high-altitude characteristics of storms; (2) fungal OTU composition was strongly correlated with mesoscale drivers including particular spatial locations; (3) beta-diversity (heterogeneity of taxa among samples) for both bacteria and fungi was largely maintained by turnover of taxa; however, (4) bacterial assemblages had higher contributions to total beta-diversity from nestedness (i.e., lower richness assemblages were largely taxonomic subsets of richer assemblages), due to losses of taxa during dispersal, particularly among potential ice nucleation active bacteria; and (5) fungal assemblages had higher contributions to total beta-diversity from turnover due to OTU replacement. Spatiotemporal trends in precipitation-borne metacommunities allowed delineation of a large number of statistically significant indicator taxa for particular sites and seasons, including trends for bacteria that are potentially ice nucleation active. Our findings advance understanding regarding the dispersion of aerosolized microbes via wet deposition, and the development of theory concerning potential assembly rules for bioaerosol assemblages.",2020,90,10.1002/ecm.1394
"Hu, AY; Wang, HJ; Cao, MX; Rashid, A; Li, MF; Yu, CP",Environmental Filtering Drives the Assembly of Habitat Generalists and Specialists in the Coastal Sand Microbial Communities of Southern China,MICROORGANISMS,"Coastal sands harbor diverse microbial assemblages that play a critical role in the biogeochemical cycling of beach ecosystems. However, little is known about the relative importance of the different ecological processes underlying the assembly of communities of sand microbiota. Here, we employed 16S rDNA amplicon sequencing to investigate the sand microbiota of two coastal beaches, in southern China. The results showed that sand microbial assemblages at intertidal and supratidal zones exhibited contrasting compositions that can be attributed to environmental filtering by electric conductivity. A consistent pattern of habitat generalists and specialists of sand microbiota was observed among different beach zones. Null and neutral model analyses indicated that the environmental filtering was mainly responsible for supratidal microbial communities, while the neutral processes could partially influence the assembly of intertidal communities. Moreover, environmental filtering was found to shape the habitat specialists, while random dispersal played a major role in shaping generalists. The neutral model analysis revealed that the habitat generalists exceeding the neutral prediction harbored a relatively higher proportion of microbial taxa than the specialist counterparts. An opposite pattern was observed for taxa falling below the neutral prediction. Collectively, these findings offer a novel insight into the assembly mechanisms of coastal sand microbiota.",2019,7,10.3390/microorganisms7120598
"Kioroglou, D; Kraeva-Deloire, E; Schmidtke, LM; Mas, A; Portillo, MC",Geographical Origin Has a Greater Impact on Grape Berry Fungal Community than Grape Variety and Maturation State,MICROORGANISMS,"We used barcoded sequencing to analyze the eukaryotic population in the grape berries at different ripening states in four Australian vineyards. Furthermore, we used an innovative compositional data analysis for assessing the diversity of microbiome communities. The novelty was the introduction of log-ratio balances between the detected genera. Altogether, our results suggest that fungal communities were more impacted by the geographical origin of the Australian vineyards than grape variety and harvest time. Even if the most abundant genera were Aureobasidium and Mycosphaerella, they were ubiquitous to all samples and were not discriminative. In fact, the balances and the fungal community structure seemed to be greatly affected by changes of the genera Penicillium, Colletotrichum, Aspergillus, Rhodotorula, and Botrytis. These results were not evident from the comparison of relative abundance based on OTU counts alone, remarking the importance of the balance analysis for microbiome studies.",2019,7,10.3390/microorganisms7120669
"Esposito, A; Borruso, L; Rattray, JE; Brusetti, L; Ahmed, E",Taxonomic and functional insights into rock varnish microbiome using shotgun metagenomics,FEMS MICROBIOLOGY ECOLOGY,"Rock varnish is a microbial habitat, characterised by thin (5-500 mu m) and shiny coatings of iron (Fe) and manganese (Mn) oxides associated with clay minerals. This structure is well studied by geologists, and recently there have been reports about the taxonomical composition of its microbiome. In this study, we investigated the rock varnish microbiome using shotgun metagenomics together with analyses of elemental composition, lipid and small molecule biomarkers, and rock surface analyses to explore the biogeography of microbial communities and their functional features. We report taxa and encoded functions represented in metagenomes retrieved from varnish or non-varnish samples, additionally, eight nearly complete genomes have been reconstructed spanning four phyla (Acidobacteria, Actinobacteria, Chloroflexi and TM7). The functional and taxonomic analyses presented in this study provide new insights into the ecosystem dynamics and survival strategies of microbial communities inhabiting varnish and non-varnish rock surfaces.",2019,95,10.1093/femsec/fiz180
"Wang, CY; Zhou, X; Guo, D; Zhao, JH; Yan, L; Feng, GZ; Gao, Q; Yu, H; Zhao, LP",Soil pH is the primary factor driving the distribution and function of microorganisms in farmland soils in northeastern China,ANNALS OF MICROBIOLOGY,"Purpose To understand which environmental factors influence the distribution and ecological functions of bacteria in agricultural soil. Method A broad range of farmland soils was sampled from 206 locations in Jilin province, China. We used 16S rRNA gene-based Illumina HiSeq sequencing to estimated soil bacterial community structure and functions. Result The dominant taxa in terms of abundance were found to be, Actinobacteria, Acidobacteria, Gemmatimonadetes, Chloroflexi, and Proteobacteria. Bacterial communities were dominantly affected by soil pH, whereas soil organic carbon did not have a significant influence on bacterial communities. Soil pH was significantly positively correlated with bacterial operational taxonomic unit abundance and soil bacterial alpha-diversity (P<0.05) spatially rather than with soil nutrients. Bacterial functions were estimated using FAPROTAX, and the relative abundance of anaerobic and aerobic chemoheterotrophs, and nitrifying bacteria was 27.66%, 26.14%, and 6.87%, respectively, of the total bacterial community. Generally, the results indicate that soil pH is more important than nutrients in shaping bacterial communities in agricultural soils, including their ecological functions and biogeographic distribution.",2019,69,10.1007/s13213-019-01529-9
"Neal, AL; Glendining, MJ",Calcium exerts a strong influence upon phosphohydrolase gene abundance and phylogenetic diversity in soil,SOIL BIOLOGY & BIOCHEMISTRY,"The mechanisms by which microbial communities maintain functions within the context of changing environments are key to a wide variety of environmental processes. In soil, these mechanisms support fertility. Genes associated with hydrolysis of organic phosphoesters represent an interesting set of genes with which to study maintenance of function in microbiomes. Here, we shown that the richness of ecotypes for each gene varies considerably in response to application of manure and various inorganic fertilizer combinations. We show, at unprecedented phylogenetic resolution, that phylogenetic diversity of phosphohydrolase genes are more responsive to soil management and edaphic factors than the taxonomic biomarker 16S rRNA gene. Available phosphorus - assessed by measuring Olsen-P - exerted some influence on alkaline phosphatase distribution: however, consistent and significant differences were observed in gene abundance between treatments that were inconsistent with bioavailable orthophosphate being the dominant factor determining gene abundance. Instead, we observed gene niche separation which was most strongly associated with soil exchangeable calcium. Our study suggests that the bioavailability of enzyme cofactors (exchangeable calcium in the case of phoD, phoX and beta PPhy studied here) influence the abundance of genes in soil microbial communities; in the absence of cofactors, genes coding for alternative enzyme families that do not require the limiting cofactor (for example, non-specific acid phosphatases which require vanadate) become more abundant.",2019,139,10.1016/j.soilbio.2019.107613
