AU,TI,SO,AB,PY,VL,DI
"Sommer, U; Peter, KH; Genitsaris, S; Moustaka-Gouni, M",Do marine phytoplankton follow Bergmanns rule sensu lato?,BIOLOGICAL REVIEWS,"Global warming has revitalized interest in the relationship between body size and temperature, proposed by Bergmanns rule 150 years ago, one of the oldest manifestations of a biogeography of traits. We review biogeographic evidence, results from clonal cultures and recent micro-and mesocosm experiments with naturally mixed phytoplankton communities regarding the response of phytoplankton body size to temperature, either as a single factor or in combination with other factors such as grazing, nutrient limitation, and ocean acidification. Where possible, we also focus on the comparison between intraspecific size shifts and size shifts resulting from changes in species composition. Taken together, biogeographic evidence, community-level experiments and single-species experiments indicate that phytoplankton average cell sizes tend to become smaller in warmer waters, although temperature is not necessarily the proximate environmental factor driving size shifts. Indirect effects via nutrient supply and grazing are important and often dominate. In a substantial proportion of field studies, resource availability is seen as the only factor of relevance. Interspecific size effects are greater than intraspecific effects. Direct temperature effects tend to be exacerbated by indirect ones, if warming leads to intensified nutrient limitation or copepod grazing while ocean acidification tends to counteract the temperature effect on cell size in non-calcifying phytoplankton. We discuss the implications of the temperature-related size trends in a global-warming context, based on known functional traits associated with phytoplankton size. These are a higher affinity for nutrients of smaller cells, highest maximal growth rates of moderately small phytoplankton (ca. 102 mu m(3)), size-related sensitivities for different types of grazers, and impacts on sinking rates. For a phytoplankton community increasingly dominated by smaller algae we predict that: (i) a higher proportion of primary production will be respired within the microbial food web; (ii) a smaller share of primary production will be channeled to the classic phytoplankton-crustacean zooplankton-fish food chain, thus leading to decreased ecological efficiency from a fish-production point of view; (iii) a smaller share of primary production will be exported through sedimentation, thus leading to decreased efficiency of the biological carbon pump.",2017,92,10.1111/brv.12266
"Yao, MJ; Rui, JP; Niu, HS; Hedenec, P; Li, JB; He, ZL; Wang, JM; Cao, WD; Li, XZ",The differentiation of soil bacterial communities along a precipitation and temperature gradient in the eastern Inner Mongolia steppe,CATENA,"Understanding the differentiation of soil bacterial communities under precipitation and temperature gradients is crucial for assessing the impacts of environmental filters on ecosystem structure and function. Here we investigated spatial variations of bacterial communities along a precipitation and temperature transect in the eastern Inner Mongolia steppe, China. The aims are to understand the biogeographic pattern and key drivers shaping soil bacterial communities along the transect. Our results shoved that the soil bacterial community along the 451-km transect exhibited the distance-decay relationship, decreasing in community similarity with geographic distance. Obvious changes in the bacterial community structure occurred at an annual precipitation from 215 to 261 mm, which was close to the boundary between arid and semi-arid systems. The relative abundances of Proteobacteria, Bacteroidetes, and Acidobacteria increased with precipitation, while those of Actinobacteria, Chloroflexi, and Gemmatimonadetes decreased. Environmental filtering was observed to be the key in shaping bacterial biogeographic patterns, and climate conditions exert indirect effects on soil bacterial communities mainly through direct effects on soil properties. Soil pH and plant coverage were important to soil bacterial communities in both arid and semi-arid steppes. Our findings provided insights for understanding the linkages among geographic distance, environmental filters, and soil bacterial communities in Eurasian steppe ecosystems. (C) 2017 Elsevier B.V. All rights reserved.",2017,152,10.1016/j.catena.2017.01.007
"Holland, BS; Chiaverano, LM; Howard, CK",Diminished fitness in an endemic Hawaiian snail in nonnative host plants,ETHOLOGY ECOLOGY & EVOLUTION,"Hawaiis diverse achatinellid tree snails occur almost exclusively in host trees and shrubs that are native to the Hawaiian Archipelago. A few exceptions to this pattern are known, where an arboreal gastropod population has persisted in introduced plants. On Oahu, Hawaii, the last known population of the single-island endemic snail Auriculella diaphana has persisted in nonnative plants for multiple decades, leading to the following question: are there differences in the relative fitness of native gastropods in native versus nonnative host plants? To address this we conducted laboratory trials with A. diaphana in three treatment groups, one with the two dominant nonnative host plants from their current distribution, another group with two primary native host plant species, and a third treatment maintained in cages with a mixture of equal parts of both the nonnative and native plants. Trials were replicated in two 16-week intervals, with 100 snails. Relative fitness was assessed among treatments as survival and reproductive output (number of eggs produced). Results demonstrated that while survival of adult snails was equivalent across treatments (100%), fecundity was significantly higher in cages where native plants were available. Egg production was 20.05-fold and 14.95-fold greater in treatments with 100% and 50% native host plants, respectively, than in treatments with nonnative plants only. These results suggest that native snails persisting in nonnative host plants experience sublethal stress, reflected in a dramatic reduction in reproductive output. Snails in treatments with mixed native and nonnative plants also showed significantly higher reproduction than those in nonnative plant cages. We suggest that the observed decreased fecundity was due to the poor nutritional value of the microbial phyllosphere of nonnative vegetation, and that translocation of this and related species occurring in nonnative habitat to nearby native host plants will be beneficial in terms of relative fitness.",2017,29,10.1080/03949370.2016.1143406
"Zhao, RL; Li, GJ; Sanchez-Ramirez, S; Stata, M; Yang, ZL; Wu, G; Dai, YC; He, SH; Cui, BK; Zhou, JL; Wu, F; He, MQ; Moncalvo, JM; Hyde, KD",A six-gene phylogenetic overview of Basidiomycota and allied phyla with estimated divergence times of higher taxa and a phyloproteomics perspective,FUNGAL DIVERSITY,"In this paper, we provide a phylogenetic overview of Basidiomycota and related phyla in relation to ten years of DNA based phylogenetic studies since the AFTOL publications in 2007. We selected 529 species to address phylogenetic relationships of higher-level taxa using a maximum-likelihood framework and sequence data from six genes traditionally used in fungal molecular systematics (nrLSU, nrSSU, 5.8S, tef1-alpha, rpb1 and rpb2). These species represent 18 classes, 62 orders, 183 families, and 392 genera from the phyla Basidiomycota (including the newly recognized subphylum Wallemiomycotina) and Entorrhizomycota, and 13 species representing 13 classes of Ascomycota as outgroup taxa. We also conducted a molecular dating analysis based on these six genes for 116 species representing 17 classes and 54 orders of Basidiomycota and Entorrhizomycota. Finally we performed a phyloproteomics analysis from 109 Basidiomycota species and 6 outgroup taxa using amino-acid sequences retrieved from 396 orthologous genes. Recognition of higher taxa follows the criteria in Zhao et al (Fungal Divers 78: 239-292, 2016): (i) taxa must be monophyletic and statistically well-supported in molecular dating analyses, (ii) their respective stem ages should be roughly equivalent, and (iii) stem ages of higher taxa must be older than those of lower level taxa. The time-tree indicates that the mean of stem ages of Basidiomycota and Entorrhizomycota are ca. 530 Ma; subphyla of Basidiomycota are 406-490 Ma; most classes are 358-393 Ma for those of Agaricomycotina and 245-356 Ma for those of Pucciniomycotina and Ustilaginomycotina; most orders of those subphyla split 120-290 Ma. Monophyly of most higher-level taxa of Basidiomycota are generally supported, especially those taxa introduced in the recent ten years: phylum Entorrhizomycota, classes Malasseziomycetes, Moniliel-lomycetes, Spiculogloeomycetes, Tritirachiomycetes and orders Amylocorticiales, Golubeviales, Holtermanniales, Jaapiales, Lepidostromatales, Robbauerales, Stereopsidales and Trichosporonales. However, the younger divergence times of Leucosporidiales (Microbotryomycetes) indicate that its order status is not supported, thus we propose combining it under Microbotryales. On the other hand, the families Buckleyzymaceae and Sakaguchiaceae (Cystoba-sidiomycetes) are raised to Buckleyzymales and Sakaguchiales due to their older divergence times. Cystofilobasidiales (Tremellomycetes) has an older divergence time and should be amended to a higher rank. We however, do not introduce it as new class here for Cystofilobasidiales, as DNA sequences from these taxa are not from their respective types and thus await further studies. Divergence times for Exobasidiomycetes, Cantharellales, Gomphales and Hysterangiales were obtained based on limited species sequences in molecular dating study. More comprehensive phylogenetic studies on those four taxa are needed in the future because our ML analysis based on wider sampling, shows they are not monophyletic groups. In general, the six-gene phylogenies are in agreement with the phyloproteomics tree except for the placements of Wallemiomycotina, orders Amylocorticiales, Auriculariales, Cantharellales, Geastrales, Sebacinales and Trechisporales from Agaricomycetes. These conflicting placements in the six-gene phylogeny vs the phyloproteomics tree are discussed. This leads to future perspectives for assessing gene orthology and problems in deciphering taxon ranks using divergence times.",2017,84,10.1007/s13225-017-0381-5
"Roselli, L; Litchman, E; Stanca, E; Cozzoli, F; Basset, A",Individual trait variation in phytoplankton communities across multiple spatial scales,JOURNAL OF PLANKTON RESEARCH,"In the context of maintenance of biodiversity and ecological functions, microbial ecologists face the challenge of linking individual level variability in functional traits to larger scale ecosystem processes. Phytoplankton cell size and shape are key traits under selection by environmental filters and species interactions. Spatial differences in resource availability shape species diversity according to their use efficiency. Niche partitioning promotes plankton diversity. Here, we explore how size and shape enter the diversity game. How does taxonomic and morpho-functional community structure vary at different spatial scales? What are the potential drivers shaping the structure of phytoplankton communities? We explore these questions by looking at the individual level variability in taxonomic and morphological traits in a biogeographical snapshot of natural phytoplankton communities in coastal ecosystems around the globe. We found that taxonomic variability is mainly concentrated at local and regional levels, whereas shape and size variability are mainly concentrated at a local level, despite the environmental heterogeneity of ecosystems. Species diversity was more variable than trait diversity from local to global spatial scales. We suggest that structural organization of phytoplankton communities in coastal ecosystems may follow a hierarchical pattern of trait organization, where a different combination of multiple functional traits may represent effective strategies and promote success under given environmental conditions as a resolution of Hutchinsons paradox.",2017,39,10.1093/plankt/fbx001
"Bailly-Bechet, M; Martins-Simoes, P; Szollosi, GJ; Mialdea, G; Sagot, MF; Charlat, S",How Long Does Wolbachia Remain on Board?,MOLECULAR BIOLOGY AND EVOLUTION,"Wolbachia bacteria infect about half of all arthropods, with diverse and extreme consequences ranging from sex-ratio distortion and mating incompatibilities to protection against viruses. These phenotypic effects, combined with efficient vertical transmission from mothers to offspring, satisfactorily explain the invasion dynamics of Wolbachia within species. However, beyond the species level, the lack of congruence between the host and symbiont phylogenetic trees indicates that Wolbachia horizontal transfers and extinctions do happen and underlie its global distribution. But how often do they occur? And has the Wolbachia pandemic reached its equilibrium? Here, we address these questions by inferring recent acquisition/loss events from the distribution of Wolbachia lineages across the mitochondrial DNA tree of 3,600 arthropod specimens, spanning 1,100 species from Tahiti and surrounding islands. We show that most events occurred within the last million years, but are likely attributable to individual level variation (e.g., imperfect maternal transmission) rather than population level variation (e.g., Wolbachia extinction). At the population level, we estimate that mitochondria typically accumulate 4.7% substitutions per site during an infected episode, and 7.1% substitutions per site during the uninfected phase. Using a Bayesian time calibration of the mitochondrial tree, these numbers translate into infected and uninfected phases of approximately 7 and 9 million years. Infected species thus lose Wolbachia slightly more often than uninfected species acquire it, supporting the view that its present incidence, estimated here slightly below 0.5, represents an epidemiological equilibrium.",2017,34,10.1093/molbev/msx073
"Ojanguren-Affilastro, AA; Adilardi, RS; Mattoni, CI; Ramirez, MJ; Ceccarelli, FS",Dated phylogenetic studies of the southernmost American buthids (Scorpiones; Buthidae),MOLECULAR PHYLOGENETICS AND EVOLUTION,"A dated molecular phylogeny of the southernmost American species of the family Buthidae, based on two nuclear and two mitochondrial genes, is presented. Based on this study, analyzed species of the subgenus Tityus (Archaeotityus) are neither sister to the remaining species of the genus Tityus, nor are they closely related to the New World microbuthids with decreasing neobothriotaxy. Analyzed species of the subgenus Tityus do not form a monophyletic group. Based on ancestral area estimation analyses, known geoclimatic events of the region and comparisons to the diversification processes of other epigean groups from the area, a generalized hypothesis about the patterns of historical colonization processes of the family Buthidae in southern South America is presented. Furthermore, for the first time, a Paleogene-African ingression route for the colonization of America by the family Buthidae is proposed as a plausible hypothesis. (C) 2017 Elsevier Inc. All rights reserved.",2017,110,10.1016/j.ympev.2017.02.018
"Kong, HH; Segre, JA",The Molecular Revolution in Cutaneous Biology: Investigating the Skin Microbiome,JOURNAL OF INVESTIGATIVE DERMATOLOGY,"Building upon the knowledge garnered from investigations utilizing traditional culturing methods, advances in sequencing technologies have catalyzed a revolution in studying human-associated microbes: bacteria, fungi and viruses. Skin microbiome research in healthy individuals and patients with dermatologic disorders has provided insights into the complexity and biogeography of human skin microbes. The continual developments in sequencing and analyses will provide increasingly sophisticated tools to interrogate human-associated microbes, ultimately to improve our understanding of health and disease.",2017,137,10.1016/j.jid.2016.07.045
"Cadier, M; Sourisseau, M; Gorgues, T; Edwards, CA; Memery, L","Assessing spatial and temporal variability of phytoplankton communities composition in the Iroise Sea ecosystem (Brittany, France): A 3D modeling approach Part 2: Linking summer mesoscale distribution of phenotypic diversity to hydrodynamism",JOURNAL OF MARINE SYSTEMS,"Tidal front ecosystems are especially dynamic environments usually characterized by high phytoplankton biomass and high primary production. However. the description of functional microbial diversity occurring in these regions remains only partially documented. In this article, we use a numerical model, simulating a large number of phytoplankton phenotypes to explore the three-dimensional spatial patterns of phytoplankton abundance and diversity in the Iroise Sea (western Brittany). Our results suggest that, in boreal summer, a seasonally marked tidal front shapes the phytoplankton species richness. A diversity maximum is found in the surface mixed layer located slightly west of the tidal front (i.e., not strictly co-localized with high biomass concentrations) which separates tidally mixed from stratified waters. Differences in phenotypic composition between sub-regions with distinct hydrodynamic regimes (defined by vertical mixing, nutrients gradients and light penetration) are discussed. Local growth and/or physical transport of phytoplankton phenotypes are shown to explain our simulated diversity distribution. We find that a large fraction (64%) of phenotypes present during the considered period of September are ubiquitous, found in the frontal area and on both sides of the front (i.e., over the full simulated domain). The frontal area does not exhibit significant differences between its community composition and that of either the well-mixed region or an offshore Deep Chlorophyll Maximum (DCM). Only three phenotypes (out of 77) specifically grow locally and are found at substantial concentration only in the surface diversity maximum. Thus, this diversity maximum is composed of a combination of ubiquitous phenotypes with specific picoplankton deriving from offshore, stratified waters (including specific phenotypes from both the surface and the DCM) and imported through physical transport, completed by a few local phenotypes. These results are discussed in light of the three-dimensional general circulation at frontal interfaces. Processes identified by this study are likely to be common in tidal front environments and may be generalized to other shallow, tidally mixed environments worldwide. (C) 2017 Published by Elsevier B.V.",2017,169,10.1016/j.jmarsys.2017.01.004
"Nino-Garcia, JP; Ruiz-Gonzalez, C; del Giorgio, PA",Exploring the Ecological Coherence between the Spatial and Temporal Patterns of Bacterioplankton in Boreal Lakes,FRONTIERS IN MICROBIOLOGY,"One of the major contemporary challenges in microbial ecology has been to discriminate the reactive core from the random, unreactive components of bacterial communities. In previous work we used the spatial abundance distributions of bacterioplankton across boreal lakes of Quebec to group taxa into four distinct categories that reflect either hydrology-mediated dispersal along the aquatic network or environmental selection mechanisms within lakes. Here, we test whether this categorization derived from the spatial distribution of taxa is maintained over time, by analyzing the temporal dynamics of the operational taxonomic units (OTUs) within those spatially derived categories along an annual cycle in the oligotrophic lake Croche (Quebec, Canada), and assessing the coherence in the patterns of abundance, occurrence, and environmental range of these OTUs over space and time. We report that the temporal dynamics of most taxa within a single lake are largely coherent with those derived from their spatial distribution over large spatial scales, suggesting that these properties must be intrinsic of particular taxa. We also identified a set of rare taxa cataloged as having a random occupancy based on their spatial distribution, but which showed clear seasonality and abundance peaks along the year, yet these comprised a very small fraction of the total rare OTUs. We conclude that the presence of most rare bacterioplankton taxa in boreal lakes is random, since both their temporal and spatial dynamics suggest links to passive downstream transport and persistence in freshwater networks, rather than environmental selection.",2017,8,10.3389/fmicb.2017.00636
