AU	TI	SO	AB	PY	VL	DI
Liu, WW; Zhang, XW; Wu, N; Ren, YD; Wang, XF	High Diversity and Functional Complementation of Alimentary Canal Microbiota Ensure Small Brown Planthopper to Adapt Different Biogeographic Environments	FRONTIERS IN MICROBIOLOGY	Almost all insects harbor commensal bacteria in the alimentary canal lumen or within cells and often play a pivotal role in their hosts development, evolution, and environmental adaptation. However, little is known about the alimentary canal microbiota and their functions in sap-sucking insect pests of crops, which can damage plants by removing plant sap and by transmitting various plant viruses, especially in the small brown planthopper, Laodelphax striatellus. In this study, we characterized the alimentary canal microbiota of L. striatellus collected from seven regions in China by sequencing 16S rDNA. The insects harbored a rich diversity of microbes, mainly consisted of bacteria from phyla Proteobacteria, Actinobacteria, Firmicutes, Bacteroidetes, and Tenericutes. The composition and abundance of microbiota were more similar as the geographic distance decreased between the populations and clustered by geographic location into three groups: temperate, subtropical, and tropical populations. Although the abundance and species of microbes differed among the populations, the various major microbes for each population performed similar functions based on a clusters of orthologous group analysis. Greater diversity in ecological factors in different regions might lead to higher microbial diversity, thus enabling L. striatellus to adapt or tolerate various extreme environments to avoid the cost of long-distance migration. Moreover, the abundance of various metabolic functions in the Kaifeng populations might contribute to higher fecundity in L. striatellus.	2020	10	10.3389/fmicb.2019.02953
Grond, K; Bell, KC; Demboski, JR; Santos, M; Sullivan, JM; Hird, SM	No evidence for phylosymbiosis in western chipmunk species	FEMS MICROBIOLOGY ECOLOGY	Phylosymbiosis refers to a congruent pattern between the similarity of microbiomes of different species and the branching pattern of the host phylogeny. Phylosymbiosis has been detected in a variety of vertebrate and invertebrate hosts, but has only been assessed in geographically isolated populations. We tested for phylosymbiosis in eight (sub)species of western chipmunks with overlapping ranges and ecological niches; we used a nuclear (Acrosin) and a mitochondrial (CYTB) phylogenetic marker because there are many instances of mitochondrial introgression in chipmunks. We predicted that similarity among microbiomes increases with: (1) increasing host mitochondrial relatedness, (2) increasing host nuclear genome relatedness and (3) decreasing geographic distance among hosts. We did not find statistical evidence supporting phylosymbiosis in western chipmunks. Furthermore, in contrast to studies of other mammalian microbiomes, similarity of chipmunk microbiomes is not predominantly determined by host species. Sampling site explained most variation in microbiome composition, indicating an important role of local environment in shaping microbiomes. Fecal microbiomes of chipmunks were dominated by Bacteroidetes (72.2%), followed by Firmicutes (24.5%), which is one of the highest abundances of Bacteroidetes detected in wild mammals. Future work will need to elucidate the effects of habitat, ecology and host genomics on chipmunk microbiomes.	2020	96	10.1093/femsec/fiz182
Wang, ZB; Sun, YY; Li, Y; Chen, XL; Wang, P; Ding, HT; Chen, B; Zhang, XY; Song, XY; Wang, M; McMinn, A; Zhang, YZ; Qin, QL	Significant Bacterial Distance-Decay Relationship in Continuous, Well-Connected Southern Ocean Surface Water	MICROBIAL ECOLOGY	Recently, an increasing number of studies have focused on the biogeographic distribution of marine microorganisms. However, the extent to which geographic distance can affect marine microbial communities is still unclear, especially for the microbial communities in well-connected surface seawaters. In this study, the bacterial community compositions of 21 surface seawater samples, that were distributed over a distance of 7800 km, were surveyed to investigate how bacterial community similarity changes with increasing geographical distance. Proteobacteria and Bacteroidetes were the dominant bacterial phyla, with Proteobacteria accounting for 52.6-92.5% and Bacteroidetes comprising 3.5-46.9% of the bacterial communities. A significant bacterial distance-decay relationship was observed in the well-connected Southern Ocean surface seawater. The number of pairwise shared operational taxonomic units (OTUs), and community similarities tended to decrease with increasing geographic distance. Calculation of the similarity indices with all, abundant or rare OTUs did not affect the observed distance-decay relationship. Spatial distance can largely explain the observed bacterial community variation. This study shows that even in well-connected surface waters, bacterial distance-decay patterns can be found as long as the geographical distance is great enough. The biogeographic patterns should then be present for marine microorganisms considering the large size and complexity of the marine ecosystem.			10.1007/s00248-019-01472-x
Walker, DM; Hill, AJ; Albecker, MA; McCoy, MW; Grisnik, M; Romer, A; Grajal-Puche, A; Camp, C; Kelehear, C; Wooten, J; Rheubert, J; Graham, SP	Variation in the Slimy Salamander (Plethodon spp.) Skin and Gut-Microbial Assemblages Is Explained by Geographic Distance and Host Affinity	MICROBIAL ECOLOGY	A multicellular host and its microbial communities are recognized as a metaorganism-a composite unit of evolution. Microbial communities have a variety of positive and negative effects on the host life history, ecology, and evolution. This study used high-throughput amplicon sequencing to characterize the complete skin and gut microbial communities, including both bacteria and fungi, of a terrestrial salamander, Plethodon glutinosus (Family Plethodontidae). We assessed salamander populations, representing nine mitochondrial haplotypes (clades), for differences in microbial assemblages across 13 geographic locations in the Southeastern United States. We hypothesized that microbial assemblages were structured by both host factors and geographic distance. We found a strong correlation between all microbial assemblages at close geographic distances, whereas, as spatial distance increases, the patterns became increasingly discriminate. Network analyses revealed that gut-bacterial communities have the highest degree of connectedness across geographic space. Host salamander clade was explanatory of skin-bacterial and gut-fungal assemblages but not gut-bacterial assemblages, unless the latter were analyzed within a phylogenetic context. We also inferred the function of gut-fungal assemblages to understand how an understudied component of the gut microbiome may influence salamander life history. We concluded that dispersal limitation may in part describe patterns in microbial assemblages across space and also that the salamander host may select for skin and gut communities that are maintained over time in closely related salamander populations.			10.1007/s00248-019-01456-x
Zeng, QC; Jia, PL; Wang, Y; Wang, HL; Li, CC; An, SS	The local environment regulates biogeographic patterns of soil fungal communities on the Loess Plateau	CATENA	Soil fungi play critical ecological roles in terrestrial ecosystem function, soil formation and element cycles. However, the biogeography of soil fungi in the forest ecosystem is poorly understand, especially in arid or semiarid areas. Here, a regional scale study in an arid area was conducted on the Loess Plateau to illustrate the geographic distributions of soil fungi and their driving forces. The results showed that Ascomycota, Basidiomycota and Zygomycota were the most dominant phyla in 24 sample sites. Fungal Shannon diversity and OTUs richness were significantly correlated with mean annual precipitation (MAP), total soil nitrogen (TN), ammonium nitrogen (NH4N) and soil organic carbon (SOC) levels. The decay-curve analysis demonstrated that soil fungal Bray-Cutis dissimilarities were significantly regressed with geographic distance, revealing that the soil fungal community structure was affected by historical factors. Variation partitioning analysis revealed that the soil properties (15%) contributed more to the fungal community variations than geographic distance (9%). Additionally, there were many predictors of soil fungi geography that were not detected. These results suggest that the fungal geography on the Loess Plateau is mainly regulated by soil properties or other unmeasured variables. Such findings advance our understanding of fungal diversity patterns on the Loess Plateau, which will help us better understand the functions and services in underground ecosystems in arid areas.	2019	183	10.1016/j.catena.2019.104220
Cook, KV; Li, C; Cai, HY; Krumholz, LR; Hambright, KD; Paerl, HW; Steffen, MM; Wilson, AE; Burford, MA; Grossart, HP; Hamilton, DP; Jiang, HL; Sukenik, A; Latour, D; Meyer, EI; Padisak, J; Qin, BQ; Zamor, RM; Zhu, GW	The global Microcystis interactome	LIMNOLOGY AND OCEANOGRAPHY	Bacteria play key roles in the function and diversity of aquatic systems, but aside from study of specific bloom systems, little is known about the diversity or biogeography of bacteria associated with harmful cyanobacterial blooms (cyanoHABs). CyanoHAB species are known to shape bacterial community composition and to rely on functions provided by the associated bacteria, leading to the hypothesized cyanoHAB interactome, a coevolved community of synergistic and interacting bacteria species, each necessary for the success of the others. Here, we surveyed the microbiome associated with Microcystis aeruginosa during blooms in 12 lakes spanning four continents as an initial test of the hypothesized Microcystis interactome. We predicted that microbiome composition and functional potential would be similar across blooms globally. Our results, as revealed by 16S rRNA sequence similarity, indicate that M. aeruginosa is cosmopolitan in lakes across a 280 degrees longitudinal and 90 degrees latitudinal gradient. The microbiome communities were represented by a wide range of operational taxonomic units and relative abundances. Highly abundant taxa were more related and shared across most sites and did not vary with geographic distance, thus, like Microcystis, revealing no evidence for dispersal limitation. High phylogenetic relatedness, both within and across lakes, indicates that microbiome bacteria with similar functional potential were associated with all blooms. While Microcystis and the microbiome bacteria shared many genes, whole-community metagenomic analysis revealed a suite of biochemical pathways that could be considered complementary. Our results demonstrate a high degree of similarity across global Microcystis blooms, thereby providing initial support for the hypothesized Microcystis interactome.	2020	65	10.1002/lno.11361
Gomez, MR; Ashman, TL	Floral organs act as environmental filters and interact with pollinators to structure the yellow monkeyflower (Mimulus guttatus) floral microbiome	MOLECULAR ECOLOGY	Assembly of microbial communities is the result of neutral and selective processes. However, the relative importance of these processes is still debated. Microbial communities of flowers, in particular, have gained recent attention because of their potential impact to plant fitness and plant-pollinator interactions. However, the role of selection and dispersal in the assembly of these communities remains poorly understood. Here, we evaluated the role of pollinator-mediated dispersal on the contribution of neutral and selective processes in the assembly of floral microbiomes of the yellow monkeyflower (Mimulus guttatus). We sampled floral organs from flowers in the presence and absence of pollinators within five different serpentine seeps in CA and obtained 16S amplicon data on the epiphytic bacterial communities. Consistent with strong microenvironment selection within flowers we observed significant differences in community composition across floral organs and only a small effect of geographic distance. Pollinator exposure affected the contribution of environmental selection and depended on the rate and intimacy of interactions with flower visitors. This study provides evidence of the importance of dispersal and within-flower heterogeneity in shaping epiphytic bacterial communities of flowers, and highlights the complex interplay between pollinator behaviour, environmental selection and additional abiotic factors in shaping the epiphytic bacterial communities of flowers.	2019	28	10.1111/mec.15280
Li, X; Wang, HH; Li, X; Li, XY; Zhang, HW	Shifts in bacterial community composition increase with depth in three soil types from paddy fields in China	PEDOBIOLOGIA	Bacterial community distribution along soil depth gradients is currently poorly understood at the large scale. We selected three typical paddy soils in three regions from north to south in China to investigate the vertical distribution (0-100 cm) of the bacterial community by Illumina MiSeq amplicon sequencing and identify its drivers. Results indicated that the dominant bacterial phyla in paddy soils were Chloroflexi, Acidobacteria, and Proteobacteria. The four diversity indices of the bacterial community all increased at depths of 0-20 cm, then gradually decreased at depths of 20-100 cm. Linear discriminant analysis effect size showed that some bacterial taxa displayed significant differences in relative abundance among different depth gradients. Some bacterial taxa (such as phyla Chloroflexi, Bacteroidetes, and Nitrospirae; classes Alphaproteobacteria, Betaproteobacteria, and Anaerolineae; and genera Candidatus Koribacter and Rhodoplanes) had a high relative abundance at depths of 0-20 cm. Other taxa (belonging to classes Deltaproteobacteria and Gammaproteobacteria and to genera Geobacter and Acinetobacter) had a high relative abundance at depths of 80-100 cm. Non-metric multidimensional scaling analysis indicated that the soil bacterial community structure clearly changed with region and soil depth, and the shifts in bacterial community composition increased with depth in three paddy soils. Variance partitioning analysis showed that geographic distance had more effect on bacterial community distribution than environmental variables in deeper soil (20-100 cm) at a large scale. In addition, distance-based redundancy analysis suggested that soil total carbon and nitrogen contents were strongly associated with the vertical distribution of the bacterial community in paddy soil.	2019	77	10.1016/j.pedobi.2019.150589
Overholt, WA; Schwing, P; Raz, KM; Hastings, D; Hollander, DJ; Kostka, JE	The core seafloor microbiome in the Gulf of Mexico is remarkably consistent and shows evidence of recovery from disturbance caused by major oil spills	ENVIRONMENTAL MICROBIOLOGY	The microbial ecology of oligotrophic deep ocean sediments is understudied relative to their shallow counterparts, and this lack of understanding hampers our ability to predict responses to current and future perturbations. The Gulf of Mexico has experienced two of the largest accidental marine oil spills, the 1979 Ixtoc-1 blowout and the 2010 Deepwater Horizon (DWH) discharge. Here, microbial communities were characterized for 29 sites across multiple years in >700 samples. The composition of the seafloor microbiome was broadly consistent across the region and was well approximated by the overlying water depth and depth within the sediment column, while geographic distance played a limited role. Biogeographical distributions were employed to generate predictive models for over 4000OTU that leverage easy-to-obtain geospatial variables which are linked to measured sedimentary oxygen profiles. Depth stratification and putative niche diversification are evidenced by the distribution of taxa that mediate the microbial nitrogen cycle. Furthermore, these results demonstrate that sediments impacted by the DWH spill had returned to near baseline conditions after 2years. The distributions of benthic microorganisms in the Gulf can be constrained, and moreover, deviations from these predictions may pinpoint impacted sites and aid in future response efforts or long-term stability studies.	2019	21	10.1111/1462-2920.14794
Yang, J; Jiang, HC; Dong, HL; Liu, YQ	A comprehensive census of lake microbial diversity on a global scale	SCIENCE CHINA-LIFE SCIENCES	Despite recent interest in microbial diversity and community structure of lakes across various spatial scales, a global biogeographic distribution pattern and its controlling factors have not been fully disclosed. Here, we compiled and analyzed 88,334,735 environmental 16S rRNA sequences from 431 lakes across a wide range of geographical distance and environmental conditions (in particular, salinity, 0-373.3 g L-1). Our results showed that lake sediments inhabit significantly (ANOVA: P<0.001) more diverse microbial communities than lake waters. Non-metric dimensional scaling (NMDS) ordinations indicated that microbial community compositions differed distinctly among sample types (freshwater vs. saline, water vs. sediment) and geographic locations. Mantel and partial Mantel tests showed that microbial community composition in lake water was significantly (P=0.001) correlated with geographic distance, salinity, and pH. Statistical analyses based on neutral community and null models indicated that stochastic processes may play predominant roles in shaping the microbial biogeographic distribution patterns in the studied global lake waters. The dispersal-related stochasticity (e.g., homogenizing dispersal) exhibited a stronger influence on the distribution of microbial community in freshwater lakes than in saline lakes. Overall, this work expands our understanding of the impact of geographic distance, environmental conditions, and stochastic processes on microbial distribution in global lakes.	2019	62	10.1007/s11427-018-9525-9
Zhang, XX; Guo, HB; Thin, KK; He, SW; Wang, X	Bacterial community composition shaped by variety and geographic distance in rice seeds	MOLECULAR PLANT-MICROBE INTERACTIONS		2019	32	
