AU,TI,SO,AB,PY,VL,DI
"Zhang, BG; Du, NN; Li, YJ; Shi, P; Wei, GH",Distinct biogeographic patterns of rhizobia and non-rhizobial endophytes associated with soybean nodules across China,SCIENCE OF THE TOTAL ENVIRONMENT,"Both rhizobia and non-rhizobial endophytes (NRE) are inhabitants of legume nodules. The biogeography of rhizobia has been well investigated, but little is known about the spatial distribution and community assemblage of NRE. By using high-throughput sequencing, we compared biogeographic patterns of rhizobial and non-rhizobial subcommunities and investigated their bacterial co-occurrence patterns in nodules collected from 50 soybean fields across China. Dispersal probability was lower in NRE than in rhizobia, as revealed by a significant distance-decay relationship found in NRE, but not in rhizobia, in addition to a significant occupancy-abundance relationship in the entire community. Rhizobial and NRE subcommunities were significantly influenced by different environmental and spatial variables. Moreover, the rhizobial subcommunities were grouped into Ensifer- and Bradyrhizobium-dominated clusters that were significantly related to soil pH. The non-rhizobial subcommunities were grouped into Proteobacteria-and Firmicutes-dominated clusters that were more influenced by climatic than by edaphic factors. These results demonstrated that rhizobial and non-rhizobial subcommunities are characterized by distinct biogeographic patterns. Network analysis showed rhizobia and NRE as separately grouped and uncorrelated with each other, suggesting they did not share niche space in soybean nodules. In sum, these results broaden our knowledge of how bacteria are distributed and assemble as a community in root nodules. (c) 2018 Elsevier B.V. All rights reserved.",2018,643,10.1016/j.scitotenv.2018.06.240
"Pinheiro, M; Pagel, H; Poll, C; Ditterich, F; Garnier, P; Streck, T; Kandeler, E; Gonod, LV","Water flow drives small scale biogeography of pesticides and bacterial pesticide degraders - A microcosm study using 2,4-D as a model compound",SOIL BIOLOGY & BIOCHEMISTRY,"Complex interactions between biodegradation and mass transfer of organic compounds drive the fate of pesticides in soil ecosystems. We hypothesized that, at the small-scale, co-location of degraders and pollutants in soils may be a prerequisite for efficient biodegradation of these chemicals. In non-co-localized micro-environments, however, diffusive and advective solute transport as well as active transport of microbial degraders towards their corresponding substrate may improve the accessibility of microbial substrates. The objective of this study was to test whether water flow can accelerate microbial pesticide degradation by facilitating the encounter of spatially separated pesticides and bacterial degraders at the millimeter scale. Combining natural and sterilized soil aggregates, we built soil cores with different spatial localizations of the pesticide 2,4-dichIorophenoxyacetic acid (2,4-D) and microbial degraders: (i) homogeneous distribution of microorganisms and 2,4-D throughout the soil core, (ii) co-localized microorganisms and 2,4-D in a mm(3) soil location, and iii) separated microorganisms and 2,4-D in two mm(3) soil locations spaced 1 cm apart. Following the fate of C-14 labelled 2,4-D (mineralization, extractable and non-extractable residues) as well as the abundance of bacterial 2,4-D degraders harboring the tfdA gene over an incubation period of 24 days, we observed decreased biodegradation of 2,4-D with increasing spatial separation between substrate and bacterial degraders. We found evidence that advection is a key process controlling the accessibility of 2,4-D and pesticide degraders. Advective solute transport induced leaching of about 50% of the initially applied 2,4-D regardless of initial spatial distribution patterns. Simultaneously, advective transport of 2,4-D and bacterial degraders triggered their re-encounter and compensated for the leaching-induced separation of initially co-localized micro-organisms and 2,4-D. This resulted in effective biodegradation of 2,4-D, comparable to the homogeneous treatment. Similarly, advective transport processes brought substrate and degraders into contact if both were initially separated. Thus, advection more effectively removed bioaccessibility limitations to pesticide degradation than diffusive transport alone. These results emphasize the importance of considering spatial microbial ecology as well as biogeophysics at the mm scale to better understand the fate of pesticides at larger scales in soil.",2018,127,10.1016/j.soilbio.2018.09.024
"Nazaries, L; Karunaratne, SB; Delgado-Baquerizo, M; Campbell, CD; Singh, BK",Environmental drivers of the geographical distribution of methanotrophs: Insights from a national survey,SOIL BIOLOGY & BIOCHEMISTRY,"There is considerable evidence that environmental properties are important for microbial niche partitioning in general. However, little is known about the environmental factors explaining this for soil methane-oxidising bacteria (or methanotrophs), which play an essential role in ecosystem functioning and climate regulation through mitigation of net CH4 emissions worldwide. This knowledge gap limits the inclusion of taxon-based information to improve predictions of climate change-simulation models. In this study, 697 soil samples were collected across Scotland and 62 climo-edaphic properties were analysed. Combined with a set of hybrid geostatistical modelling approaches, the aim of this study was to investigate the biogeographical distribution (pmoA gene relative abundance) of key methanotrophic operational taxonomic units named Terminal-Restriction Fragments (T-RFs) and of methanotrophic community structure. The main objectives were to: 1) identify major environmental drivers influencing the distribution and composition of methanotrophs; and 2) perform spatial modelling and mapping of soil methanotrophic community assemblage and distribution of those dominant T-RFs. Herein, it was hypothesised that the assemblage of methanotrophic community and distribution of key populations across various landscapes could be predicted using a range of climo-edaphic factors optimised for spatial, climate and terrain attributes. The findings presented here suggest that the distribution of methanotrophs is strongly linked to land use and some edaphic properties, predominantly soil moisture/rainfall, nutrients and metal ions. The hybrid geostatistical approach allowed for spatial prediction of methanotrophic T-RFs and community, and demonstrated a clear niche partitioning between dominant T-RFs. Overall, these results provide novel evidence that the distribution of methanotrophs could be explained and mapped in terms of niche partitioning and predicted at the regional scale. The findings of the present study have significance for the sustainable management of ecosystems and improvement of simulation models for better prediction of ecosystem functions under predicted global changes.",2018,127,10.1016/j.soilbio.2018.08.014
"Baskerville, M; Biro, A; Blazanin, M; Chang, CY; Hallworth, A; Sonnert, N; Vila, JCC; Sanchez, A",Ecological effects of cellular computing in microbial populations,NATURAL COMPUTING,"Gene regulatory networks allow single cells to adopt a wide range of different phenotypes in response to changes in environmental conditions. The ecological implications of these cellular computations are poorly understood, and they are largely absent from models of microbial community assembly. Here, we highlight a number of examples where ecological interactions are or may be affected by cellular computations. Our review identifies specific opportunities for integrating cellular decision-making into mathematical models of microbe-microbe interactions and community assembly. We argue that incorporating cellular decision-making into microbial ecology will be critical in order to gain a quantitative understanding of microbial biogeography.",2018,17,10.1007/s11047-018-9708-8
"Dueker, ME; French, S; OMullan, GD",Comparison of Bacterial Diversity in Air and Water of a Major Urban Center,FRONTIERS IN MICROBIOLOGY,"The interaction of wind with aquatic and terrestrial surfaces is known to control the creation of microbial aerosols allowing for their entrainment into air masses that can be transported regionally and globally. Near surface interactions between urban waterways and urban air are understudied but some level of interaction among these bacterial communities would be expected and may be relevant to understanding both urban air and water quality. To address this gap related to patterns of local air-water microbial exchange, we utilized next-generation sequencing of 16S rRNA genes from paired air and water samples collected from 3 urban waterfront sites and evaluated their relative bacterial diversity. Aerosol samples at all sites were significantly more diverse than water samples. Only 17-22% of each sites bacterial aerosol OTUs were present at every site. These shared aerosol OTUs included taxa associated with terrestrial systems (e.g., Bacillus), aquatic systems (e.g., Planktomarina) and sewage (e.g., Enterococcus). In fact, sewage-associated genera were detected in both aerosol and water samples, (e.g., Bifidobacterium, Blautia, and Faecalibacterium), demonstrating the widespread influence of similar pollution sources across these urban environments. However, the majority (50-61%) of the aerosol OTUs at each site were unique to that site, suggesting that local sources are an important influence on bioaerosols. According to indicator species analysis, each sites aerosols harbored the highest percentage of bacterial OTUs statistically determined to uniquely represent that sites aquatic bacterial community, further demonstrating a local connection between water quality and air quality in the urban environment.",2018,9,10.3389/fmicb.2018.02868
"De Anda, V; Zapata-Penasco, L; Blaz, J; Poot-Hernandez, AC; Contreras-Moreira, B; Gonzalez-Laffitte, M; Gamez-Tamariz, N; Hernandez-Rosales, M; Eguiarte, LE; Souza, V",Understanding the Mechanisms Behind the Response to Environmental Perturbation in Microbial Mats: A Metagenomic-Network Based Approach,FRONTIERS IN MICROBIOLOGY,"To date, it remains unclear how anthropogenic perturbations influence the dynamics of microbial communities, what general patterns arise in response to disturbance, and whether it is possible to predict them. Here, we suggest the use of microbial mats as a model of study to reveal patterns that can illuminate the ecological processes underlying microbial dynamics in response to stress. We traced the responses to anthropogenic perturbation caused by water depletion in microbial mats from Cuatro Cienegas Basin (CCB), Mexico, by using a time-series spatially resolved analysis in a novel combination of three computational approaches. First, we implemented MEBS (Multi-genomic Entropy-Based Score) to evaluate the dynamics of major biogeochemical cycles across spatio-temporal scales with a single informative value. Second, we used robust Time Series-Ecological Networks (TS-ENs) to evaluate the total percentage of interactions at different taxonomic levels. Lastly, we utilized network motifs to characterize specific interaction patterns. Our results indicate that microbial mats from CCB contain an enormous taxonomic diversity with at least 100 phyla, mainly represented by members of the rare biosphere (RB). Statistical ecological analyses point out a clear involvement of anaerobic guilds related to sulfur and methane cycles during wet versus dry conditions, where we find an increase in fungi, photosynthetic, and halotolerant taxa. TS-ENs indicate that in wet conditions, there was an equilibrium between cooperation and competition (positive and negative relationships, respectively), while under dry conditions there is an over-representation of negative relationships. Furthermore, most of the keystone taxa of the TS-ENs at family level are members of the RB and the microbial mat core highlighting their crucial role within the community. Our results indicate that microbial mats are more robust to perturbation due to redundant functions that are likely shared among community members in the highly connected TS-ENs with density values close to one (approximate to 0.9). Finally, we provide evidence that suggests that a large taxonomic diversity where all community members interact with each other (low modularity), the presence of permanent of low-abundant taxa, and an increase in competition can be potential buffers against environmental disturbance in microbial mats.",2018,9,10.3389/fmicb.2018.02606
"Woodall, LC; Jungblut, AD; Hopkins, K; Hall, A; Robinson, LF; Gwinnett, C; Paterson, GLJ",Deep-sea anthropogenic macrodebris harbours rich and diverse communities of bacteria and archaea,PLOS ONE,"The deep sea is the largest biome on earth, and microbes dominate in biomass and abundance. Anthropogenic litter is now almost ubiquitous in this biome, and its deposition creates new habitats and environments, including for microbial assemblages. With the ever increasing accumulation of this debris, it is timely to identify and describe the bacterial and archaeal communities that are able to form biofilms on macrodebris in the deep sea. Using 16S rRNA gene high throughput sequencing, we show for the first time the composition of bacteria and archaea on macrodebris collected from the deep sea. Our data suggest differences in the microbial assemblage composition across litter of different materials including metal, rubber, glass, fabric and plastic. These results imply that anthropogenic macrodebris provide diverse habitats for bacterial and archaeal biofilms and each may harbour distinct microbial communities.",2018,13,10.1371/journal.pone.0206220
"Caliz, J; Triado-Margarit, X; Camarero, L; Casamayor, EO",A long-term survey unveils strong seasonal patterns in the airborne microbiome coupled to general and regional atmospheric circulations,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,"Airborne microbes (bacteria, archaea, protists, and fungi) were surveyed over a 7-y period via high-throughput massive sequencing of 16S and 18S rRNA genes in rain and snow samples collected fortnightly at a high-elevation mountain Long-Term Ecological Research (LTER) Network site (LTER-Aiguestortes, Central Pyrenees, Spain). This survey constitutes the most comprehensive mountain-top aerobiology study reported to date. The air mass origins were tracked through modeled back-trajectories and analysis of rain water chemical composition. Consistent microbial seasonal patterns were observed with highly divergent summer and winter communities recurrent in time. Indicative microbial taxa were unveiled as a forensic signature, and ubiquitous taxa were observed as common atmosphere inhabitants, highlighting aerosols as a potentially successful mechanism for global microbial dispersal. Source-tracking analyses identified freshwater, crop-land, and urban biomes as the most important sources for airborne bacteria in summer, while marine and forest biomes prevailed in winter, in agreement with air mass retrotrajectories and the prevailing general and regional atmospheric circulation.",2018,115,10.1073/pnas.1812826115
"Li, J; Shen, XZ",An improved neutral community model for temporal observations in microbial communities,ECOLOGICAL MODELLING,"Niche theory and neutral theory propose two alternative mechanisms for explaining the long-term coexistence of species in ecological communities. However, the true dynamic mechanisms of ecological communities likely fall in between these two theories of niches and neutrality. Thus, models reconciling the niche and neutral theories to interpret these mechanisms are of high significance. Using temporal observations of microbial communities, Ofiteru et al. (2010) demonstrated a version of the neutral community model that quantifies the contributions of neutral forces and environmental factors on the population dynamics of species in the community. They use a novel weighted least squares method to estimate the parameters. However, this method estimates compound parameters and the population size cannot be disentangled from the immigration rate, becoming computationally intractable when there are zero values existing in the temporal observations. In the current study, we suggest a new version of the neutral community model, modified from the work of Oficeru et al. that does not suffer from these limitations. We also provide a new method for estimating the parameters for our model, which can resolve the estimates of individual parameters. We apply the new model to a real data set and compare our results with those of Ofiteru et al.",2018,388,10.1016/j.ecolmodel.2018.10.001
"Hu, Y; Bai, CR; Cai, J; Shao, KQ; Tang, XM; Gao, G",Low recovery of bacterial community after an extreme salinization-desalinization cycle,BMC MICROBIOLOGY,"BackgroundUnderstanding the recovery of bacterial communities after extreme environmental disturbances offers key opportunities to investigate ecosystem resilience. However, it is not yet clear whether bacterial communities can rebound to their pre-disturbance levels. To shed light on this issue, we tracked the responses of bacterial communities during an extreme salinization-desalinization cycle.ResultsOur results showed that salinization-up process induced an ecological succession, shifting from a community dominated by Betaproteobacteria to Gammaproteobacteria. Within the desalinization-down process, taxon-specific recovery trajectories varied profoundly, with only Gammaproteobacteria returning to their initial levels, of which Alphaproteobacteria was the most prominent member. The -diversity indices gradually increased at oligosaline environment (0.03 to 3 parts per thousand) and subsequently decreased profoundly at hypersaline condition (10 parts per thousand to 90 parts per thousand). However, the indices did not return to pre-disturbance level along the previous trajectory observed during the desalinization. Approximately half of the original OTUs were not detected during desalinization, suggesting that the seed bank may be damaged by the hypersaline environment. Moreover, Phylogenetic Investigation of Communities by Reconstruction of Unobserved States (PICRUSt) implied that the osmosensors capacity of bacterial communities was also impaired by the hypersaline condition.Conclusions p id=Par3 These results suggested that the bacterial communities showed a low recovery after the extreme salinization-desalinization cycle.",2018,18,10.1186/s12866-018-1333-2
"Darcy, JL; Gendron, EMS; Sommers, P; Porazinska, DL; Schmidt, SK",Island Biogeography of Cryoconite Hole Bacteria in Antarcticas Taylor Valley and Around the World,FRONTIERS IN ECOLOGY AND EVOLUTION,"Cryoconite holes are holes in a glaciers surface caused by sediment melting into the glacier. These holes are self-contained ecosystems that include abundant bacterial life within their sediment and liquid water, and have recently gained the attention of microbial ecologists looking to use cryoconite holes as natural microcosms to study microbial community assembly. Here, we explore the idea that cryoconite holes can be viewed as islands, in the same sense that an island in the ocean is an area of habitat surrounded by a barrier to entry. In the case of a classic oceanic island, the ocean is a barrier between islands, but in the case of cryoconite holes, the ocean is comprised of impermeable solid ice. We test two hypotheses, born out of island biogeographic theory, that can be readily applied to cryoconite hole bacteria. First, we ask to what extent the size of a cryoconite hole is related to the amount of bacterial diversity found within it. Second, we ask to what extent cryoconite holes exhibit distance decay of similarity, meaning that geographically close holes are expected to harbor similar bacterial communities, and distant holes are expected to harbor more different bacterial communities. To test the island size hypothesis, we measured the sizes of cryoconite holes on three glaciers in Antarcticas Taylor Valley and used DNA sequencing to measure diversity of bacterial communities within them. We found that for two of these glaciers, there is a strong relationship between hole size and bacterial phylogenetic diversity, supporting the idea that cryoconite holes on those glaciers are islands. The high biomass dispersing to the third glacier we measured could explain the lack of size-diversity relationship, remaining consistent with island biogeography. To test the distance decay of similarity hypothesis, we used DNA sequence data from several previous studies of cryoconite hole bacteria from across the world. Combined with our Taylor Valley data, those data showed that cryoconite holes have strong spatial structuring at scales of one to several hundred kilometers, also supporting the idea that these dirty holes on glaciers are really islands in the cryosphere.",2018,6,10.3389/fevo.2018.00180
