AU	TI	SO	AB	PY	VL	DI
Ping, YA; Han, DX; Wang, N; Hu, YB; Mu, LQ; Feng, FJ	Vertical zonation of soil fungal community structure in a Korean pine forest on Changbai Mountain, China	WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY	Changbai Mountain, with intact montane vertical vegetation belts, is located at a sensitive area of global climate change and a central distribution area of Korean pine forest. Broad-leaved Korean pine mixed forest (Pinus koraiensis as an edificator) is the most representative zonal climax vegetation in the humid region of northeastern China; their vertical zonation is the most intact and representative on Changbai Mountain. In this study, we analyzed the composition and diversity of soil fungal communities in the Korean pine forest on Changbai Mountain at elevations ranging from 699 to 1177 m using Illumina High-throughput sequencing. We obtained a total 186,663 optimized sequences, with an average length of 268.81 bp. We found soil fungal diversity index was decreased with increasing elevation from 699 to 937 m and began to rise after reaching 1044 m; the richness and evenness indices were decreased with an increase in elevation. Soil fungal compositions at the phylum, class and genus levels varied significantly at different elevations, but with the same dominant fungi. Beta-diversity analysis indicated that the similarity of fungal communities decreased with an increased vertical distance between the sample plots, showing a distance-decay relationship. Variation partition analysis showed that geographic distance (mainly elevation gradient) only explained 20.53 % of the total variation of fungal community structure, while soil physicochemical factors explained 69.78 %.	2017	33	10.1007/s11274-016-2133-1
Wang, K; Ye, XS; Zhang, HJ; Chen, HP; Zhang, DM; Liu, L	Regional variations in the diversity and predicted metabolic potential of benthic prokaryotes in coastal northern Zhejiang, East China Sea	Scientific Reports	Knowledge about the drivers of benthic prokaryotic diversity and metabolic potential in interconnected coastal sediments at regional scales is limited. We collected surface sediments across six zones covering similar to 200 km in coastal northern Zhejiang, East China Sea and combined 16 S rRNA gene sequencing, community-level metabolic prediction, and sediment physicochemical measurements to investigate variations in prokaryotic diversity and metabolic gene composition with geographic distance and under local environmental conditions. Geographic distance was the most influential factor in prokaryotic beta-diversity compared with major environmental drivers, including temperature, sediment texture, acid-volatile sulfide, and water depth, but a large unexplained variation in community composition suggested the potential effects of unmeasured abiotic/biotic factors and stochastic processes. Moreover, prokaryotic assemblages showed a biogeographic provincialism across the zones. The predicted metabolic gene composition similarly shifted as taxonomic composition did. Acid-volatile sulfide was strongly correlated with variation in metabolic gene composition. The enrichments in the relative abundance of sulfate-reducing bacteria and genes relevant with dissimilatory sulfate reduction were observed and predicted, respectively, in the Yushan area. These results provide insights into the relative importance of geographic distance and environmental condition in driving benthic prokaryotic diversity in coastal areas and predict specific biogeochemically-relevant genes for future studies.	2016	6	10.1038/srep38709
Jones, DS; Schaperdoth, I; Macalady, JL	Biogeography of sulfur-oxidizing Acidithiobacillus populations in extremely acidic cave biofilms	ISME JOURNAL	Extremely acidic (pH 0-1.5) Acidithiobacillus-dominated biofilms known as snottites are found in sulfide-rich caves around the world. Given the extreme geochemistry and subsurface location of the biofilms, we hypothesized that snottite Acidithiobacillus populations would be genetically isolated. We therefore investigated biogeographic relationships among snottite Acidithiobacillus spp. separated by geographic distances ranging from meters to 1000s of kilometers. We determined genetic relationships among the populations using techniques with three levels of resolution: (i) 16S rRNA gene sequencing, (ii) 16S-23S intergenic transcribed spacer (ITS) region sequencing and (iii) multi-locus sequencing typing (MLST). We also used metagenomics to compare functional gene characteristics of select populations. Based on 16S rRNA genes, snottites in Italy and Mexico are dominated by different sulfur-oxidizing Acidithiobacillus spp. Based on ITS sequences, Acidithiobacillus thiooxidans strains from different cave systems in Italy are genetically distinct. Based on MLST of isolates from Italy, genetic distance is positively correlated with geographic distance both among and within caves. However, metagenomics revealed that At. thiooxidans populations from different cave systems in Italy have different sulfur oxidation pathways and potentially other significant differences in metabolic capabilities. In light of those genomic differences, we argue that the observed correlation between genetic and geographic distance among snottite Acidithiobacillus populations is partially explained by an evolutionary model in which separate cave systems were stochastically colonized by different ancestral surface populations, which then continued to diverge and adapt in situ.	2016	10	10.1038/ismej.2016.74
Choudoir, MJ; Doroghazi, JR; Buckley, DH	Latitude delineates patterns of biogeography in terrestrial Streptomyces	ENVIRONMENTAL MICROBIOLOGY	The biogeography of Streptomyces was examined at regional spatial scales to identify factors that govern patterns of microbial diversity. Streptomyces are spore forming filamentous bacteria which are widespread in soil. Streptomyces strains were isolated from perennial grass habitats sampled across a spatial scale of more than 6000 km. Previous analysis of this geographically explicit culture collection provided evidence for a latitudinal diversity gradient in Streptomyces species. Here the hypothesis that this latitudinal diversity gradient is a result of evolutionary dynamics associated with historical demographic processes was evaluated. Historical demographic phenomena have genetic consequences that can be evaluated through analysis of population genetics. Population genetic approaches were applied to analyze population structure in six of the most numerically abundant and geographically widespread Streptomyces phylogroups from our culture collection. Streptomyces population structure varied at regional spatial scales, and allelic diversity correlated with geographic distance. In addition, allelic diversity and gene flow are partitioned by latitude. Finally, it was found that nucleotide diversity within phylogroups was negatively correlated with latitude. These results indicate that phylogroup diversification is constrained by dispersal limitation at regional spatial scales, and they are consistent with the hypothesis that historical demographic processes have influenced the contemporary biogeography of Streptomyces.	2016	18	10.1111/1462-2920.13420
Yuan, HY; Ding, LJ; Wang, N; Chen, SC; Deng, Y; Li, XM; Zhu, YG	Geographic distance and amorphous iron affect the abundance and distribution of Geobacteraceae in paddy soils in China	JOURNAL OF SOILS AND SEDIMENTS	Purpose Geobacteraceae are important dissimilatory Fe (III)-reducing microorganisms, influencing the cycling of metals, nutrients as well as the degradation of organic contaminants. However, little is known about their distribution, diversity, and abundance of Geobacteraceae and the effects of environment factors and geographic distance on the distribution and diversity of Geobacteraceae in paddy soils remain unclear. Therefore, the objectives of this study were to investigate the distribution, diversity, and abundance of Geobacteraceae in paddy soils and to determine key factors in shaping the Geobacteraceae distribution, environmental factors, geographic distance, or both and to quantify their contribution to Geobacteraceae variation. Materials and methods Illumina sequencing and quantitative real-time PCR using a primer set targeting 16S rRNA genes of bacteria affiliated with the family Geobacteraceae were employed to measure the community composition, diversity, and abundance patterns of 16S rRNA genes of Geobacteraceae in 16 samples collected from north to south of China. MRT, Mantel test, and VPA were used to analyze the relationship between communities of Geobacteraceae and environmental factors and geographic distance. Results and discussion Quantitative PCR showed that the abundance of 16S rRNA genes of Geobacteraceae ranged from (1.20 +/- 0.18)x10(8) to 1.13x10(9)+/- 2.25x10(8) copies per gram of soil (dry weight) across different types of soils. Illumina sequencing results showed Geobacter was the dominant genus within the family of Geobacteraceae. Multivariate regression tree (MRT) analysis showed that soil amorphous iron contributed more (22.46 %) to the variation of dominant species of Geobacteraceae than other examined soil chemical factors such as pH (14.52 %), ammonium (5.12 %), and dissolved organic carbon (4.74 %). Additionally, more geographically distant sites harbored less similar communities. Variance partitioning analysis (VPA) showed that geographic distance contributed more to the variation of Geobacteraceae than any other factor, although the environmental factors explained more variation when combined. So, we detected the uneven distribution of Geobacteraceae in paddy soils of China and demonstrated that Geobacteraceae community composition was strongly associated with geographic distance and soil chemical factors including aFe, pH, Fe, DOC, C: N, and NO3--N. These results greatly expand the knowledge of the distribution of Geobacteraceae in environments, particularly in terrestrial ecosystems. Conclusions Our results showed that geographic distance and amorphous iron played important roles in shaping Geobacteraceae community composition and revealed that both geographic distance and soil properties governed Geobacteraceae biogeography in paddy soils. Our findings will be critical in facilitating the prediction of element cycling by incorporating information on functional microbial communities into current biogeochemical models.	2016	16	10.1007/s11368-016-1462-x
Jeong, SY; Yi, T; Lee, CH; Kim, TG	Spatiotemporal dynamics and correlation networks of bacterial and fungal communities in a membrane bioreactor	WATER RESEARCH	To systematically study biofilm communities responsible for biofouling in membrane bioreactors (MBRs), we characterized the spatiotemporal dynamics of bacterial and fungal biofilm communities, and their networks, in a pilot-scale flat-sheet MBR treating actual municipal wastewater. Activated sludge (AS) and membrane samples were collected on days 4 and 8. The membranes were cut into 18 tiles, and bacterial and fungal communities were analyzed using next generation sequencing. Nonmetric multidimensional scaling (NMDS) plots revealed significant temporal variations in bacterial and fungal biofilm communities due to changes in the abundances of a few dominant members. Although the experimental conditions and inoculum species pools remained constant, variogram plots of bacterial and fungal communities revealed decay in local community similarity with geographic distance at each sampling time. Variogram modeling (exponential rise to maximum, R-2 >= 0.79) revealed that decay patterns of both communities were different between days 4 and 8. In addition, networks of bacteria or fungi alone were distinct in network composition between days 4 and 8. The day-8 networks were more compact and clustered than those of the earlier time point. Bacteria-fungi networks show that the number of inter domain associations decreased from 113 to 40 with time, confirming that membrane biofilm is a complex consortium of bacteria and fungi. Spatiotemporal succession in biofilm communities may be common on MBR membranes, resulting from different geographic distributions of initial microbial populations and their priority effects. (C) 2016 Elsevier Ltd. All rights reserved.	2016	105	10.1016/j.watres.2016.09.001
Joseph, SJ; Li, B; Petit, RA; Qin, ZHS; Darrow, L; Read, TD	The single-species metagenome: subtyping Staphylococcus aureus core genome sequences from shotgun metagenomic data	PEERJ	In this study we developed a genome-based method for detecting Staphylococcus aureus subtypes from metagenome shotgun sequence data. We used a binomial mixture model and the coverage counts at >100,000 known S. aureus SNP (single nucleotide polymorphism) sites derived from prior comparative genomic analysis to estimate the proportion of 40 subtypes in metagenome samples. We were able to obtain >87% sensitivity and >94% specificity at 0.025X coverage for S. aureus. we found that 321 and 149 metagenome samples from the Human Microbiome Project and metaSUB analysis of the New York City subway, respectively, contained S. aureus at genome coverage >0.025. In both projects, CC8 and CC30 were the most common S. aureus clonal complexes encountered. We found evidence that the subtype composition at different body sites of the same individual were more similar than random sampling and more limited evidence that certain body sites were enriched for particular subtypes. One surprising finding was the apparent high frequency of CC398, a lineage often associated with livestock, in samples from the tongue dorsum. Epidemiologic analysis of the FIMP subject population suggested that high BMI (body mass index) and health insurance are possibly associated with S. aureus carriage but there was limited power to identify factors linked to carriage of even the most common subtype. In the NYC subway data, we found a small signal of geographic distance affecting subtype clustering but other unknown factors influence taxonomic distribution of the species around the city.	2016	4	10.7717/peerj.2571
Glynou, K; Ali, T; Buch, AK; Kia, SH; Ploch, S; Xia, XJ; Celik, A; Thines, M; Macia-Vicente, JG	The local environment determines the assembly of root endophytic fungi at a continental scale	ENVIRONMENTAL MICROBIOLOGY	Root endophytic fungi are found in a great variety of plants and ecosystems, but the ecological drivers of their biogeographic distribution are poorly understood. Here, we investigate the occurrence of root endophytes in the non-mycorrhizal plant genus Microthlaspi, and the effect of environmental factors and geographic distance in structuring their communities at a continental scale. We sampled 52 plant populations across the northern Mediterranean and central Europe and used a cultivation approach to study their endophytic communities. Cultivation of roots yielded 2601 isolates, which were grouped into 296 operational taxonomic units (OTUs) by internal transcribed spacer sequencing of 1998 representative colonies. Climatic and spatial factors were the best descriptors of the structure of endophytic communities, outweighing soil characteristics, host genotype and geographical distance. OTU richness was negatively affected by precipitation, and the composition of communities followed latitudinal gradients of precipitation and temperature. Only six widespread OTUs belonging to the orders Pleosporales, Hypocreales and Helotiales represented about 50% of all isolates. Assessments of their individual distribution revealed particular ecological preferences or a cosmopolitan occurrence. Our findings support a strong influence of the local environment in determining root endophytic communities, and show a different niche occupancy by individual endophytes.	2016	18	10.1111/1462-2920.13112
Wang, XH; Wen, XH; Deng, Y; Xia, Y; Yang, YF; Zhou, JZ	Distance-Decay Relationship for Biological Wastewater Treatment Plants	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	Patterns in the spatial distribution of organisms provide important information about mechanisms underlying biodiversity and the complexity of ecosystems. One of the most well-documented spatial patterns is the distance-decay relationship, which is a universal biogeographic pattern observed repeatedly for plant and animal communities, particularly for microorganisms in natural ecosystems such as soil, ocean, and salt marsh sediment. However, it is uncertain whether the microorganisms exhibit a distance-decay pattern in engineered ecosystems. Therefore, we measured the distance-decay relationship across various microbial functional and phylogenetic groups in 26 biological wastewater treatment plants (WWTPs) in China using a functional gene array (GeoChip 4.2). We found that microbial communities of activated sludge in WWTPs exhibited a significant but very weak distance-decay relationship. The taxon-area z values for different functional and phylogenetic groups were <0.0065, which is about 1 to 2 orders of magnitude lower than those observed in microbial communities elsewhere. Variation-partitioning analysis (VPA) showed that the relationships were driven by both environmental heterogeneity and geographic distance. Collectively, these results provided new insights into the spatial scaling of microbial communities in engineering ecosystems and highlighted the importance of environmental heterogeneity and geographic distance in shaping biogeographic patterns. IMPORTANCE Determining the distance-decay relationship of microbial biodiversity is important but challenging in microbial ecology. All studies to date are based on natural environments; thus, it remains unclear whether there is such a relationship in an engineered ecosystem. The present study shows that there is a very weak distance-decay relationship in an engineered ecosystem (WWTPs) at the regional-to-continental scale. This study makes fundamental contributions to a mechanistic, predictive understanding of microbial biogeography.	2016	82	10.1128/AEM.01071-16
Xia, ZW; Bai, E; Wang, QK; Gao, D; Zhou, JD; Jiang, P; Wu, JB	Biogeographic Distribution Patterns of Bacteria in Typical Chinese Forest Soils	FRONTIERS IN MICROBIOLOGY	Microbes are widely distributed in soils and play a very important role in nutrient cycling and ecosystem services. To understand the biogeographic distribution of forest soil bacteria, we collected 115 soil samples in typical forest ecosystems across eastern China to investigate their bacterial community compositions using Illumina MiSeq high throughput sequencing based on 16S rRNA. We obtained 4,667,656 sequences totally and more than 70% of these sequences were classified into five dominant groups, i.e., Actinobactena, Acidobacteria, Alphaproteobacteria, Verrucomicrobia, and Planctomycetes (relative abundance >5%). The bacterial diversity showed a parabola shape along latitude and the maximum diversity appeared at latitudes between 33.50 degrees N and 40 degrees N, an area characterized by warm-temperate zones and moderate temperature, neutral soil pH and high substrate availability (soil C and N) from dominant deciduous broad-leaved forests. Pairwise dissimilarity matrix in bacterial community composition showed that bacterial community structure had regional similarity and the latitude of 30 degrees N could be used as the dividing line between southern and northern forest soils. Soil properties and climate conditions (MAT and MAP) greatly accounted for the differences in the soil bacterial structure. Among all soil parameters determined, soil pH predominantly affected the diversity and composition of the bacterial community, and soil pH = 5 probably could be used as a threshold below which soil bacterial diversity might decline and soil bacterial community structure might change significantly. Moreover, soil exchangeable cations, especially Ca2+ (ECa2+) and some other soil variables were also closely related to bacterial community structure. The selected environmental variables (21.11%) explained more of the bacterial community variation than geographic distance (15.88%), indicating that the edaphic properties and environmental factors played a more important role than geographic dispersal limitation in determining the bacterial community structure in Chinese forest soils.	2016	7	10.3389/fmicb.2016.01106
Nino-Garcia, JP; Ruiz-Gonzalez, C; del Giorgio, PA	Interactions between hydrology and water chemistry shape bacterioplankton biogeography across boreal freshwater networks	ISME JOURNAL	Disentangling the mechanisms shaping bacterioplankton communities across freshwater ecosystems requires considering a hydrologic dimension that can influence both dispersal and local sorting, but how the environment and hydrology interact to shape the biogeography of freshwater bacterioplankton over large spatial scales remains unexplored. Using Illumina sequencing of the 16S ribosomal RNA gene, we investigate the large-scale spatial patterns of bacterioplankton across 386 freshwater systems from seven distinct regions in boreal Quebec. We show that both hydrology and local water chemistry (mostly pH) interact to shape a sequential structuring of communities from highly diverse assemblages in headwater streams toward larger rivers and lakes dominated by fewer taxa. Increases in water residence time along the hydrologic continuum were accompanied by major losses of bacterial richness and by an increased differentiation of communities driven by local conditions (pH and other related variables). This suggests that hydrology and network position modulate the relative role of environmental sorting and mass effects on community assembly by determining both the time frame for bacterial growth and the composition of the immigrant pool. The apparent low dispersal limitation (that is, the lack of influence of geographic distance on the spatial patterns observed at the taxonomic resolution used) suggests that these boreal bacterioplankton communities derive from a shared bacterial pool that enters the networks through the smallest streams, largely dominated by mass effects, and that is increasingly subjected to local sorting of species during transit along the hydrologic continuum.	2016	10	10.1038/ismej.2015.226
