AU	TI	SO	AB	PY	VL	DI
Locey, KJ; Lennon, JT	Scaling laws predict global microbial diversity	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Scaling laws underpin unifying theories of biodiversity and are among the most predictively powerful relationships in biology. However, scaling laws developed for plants and animals often go untested or fail to hold for microorganisms. As a result, it is unclear whether scaling laws of biodiversity will span evolutionarily distant domains of life that encompass all modes of metabolism and scales of abundance. Using a global-scale compilation of similar to 35,000 sites and similar to 5.6.10(6) species, including the largest ever inventory of high-throughput molecular data and one of the largest compilations of plant and animal community data, we show similar rates of scaling in commonness and rarity across microorganisms and macroscopic plants and animals. We document a universal dominance scaling law that holds across 30 orders of magnitude, an unprecedented expanse that predicts the abundance of dominant ocean bacteria. In combining this scaling law with the lognormal model of biodiversity, we predict that Earth is home to upward of 1 trillion (10(12)) microbial species. Microbial biodiversity seems greater than ever anticipated yet predictable from the smallest to the largest microbiome.	2016	113	10.1073/pnas.1521291113
Olesen, SW; Vora, S; Techtmann, SM; Fortney, JL; Bastidas-Oyanedel, JR; Rodriguez, J; Hazen, TC; Alm, EJ	A Novel Analysis Method for Paired-Sample Microbial Ecology Experiments	PLOS ONE	Many microbial ecology experiments use sequencing data to measure a communitys response to an experimental treatment. In a common experimental design, two units, one control and one experimental, are sampled before and after the treatment is applied to the experimental unit. The four resulting samples contain information about the dynamics of organisms that respond to the treatment, but there are no analytical methods designed to extract exactly this type of information from this configuration of samples. Here we present an analytical method specifically designed to visualize and generate hypotheses about microbial community dynamics in experiments that have paired samples and few or no replicates. The method is based on the Poisson lognormal distribution, long studied in macroecology, which we found accurately models the abundance distribution of taxa counts from 16S rRNA surveys. To demonstrate the methods validity and potential, we analyzed an experiment that measured the effect of crude oil on ocean microbial communities in microcosm. Our method identified known oil degraders as well as two clades, Maricurvus and Rhodobacteraceae, that responded to amendment with oil but do not include known oil degraders. Our approach is sensitive to organisms that increased in abundance only in the experimental unit but less sensitive to organisms that increased in both control and experimental units, thus mitigating the role of bottle effects.	2016	11	10.1371/journal.pone.0154804
Danovaro, R; Molari, M; Corinaldesi, C; DellAnno, A	Macroecological drivers of archaea and bacteria in benthic deep-sea ecosystems	SCIENCE ADVANCES	Bacteria and archaea dominate the biomass of benthic deep-sea ecosystems at all latitudes, playing a crucial role in global biogeochemical cycles, but their macroscale patterns and macroecological drivers are still largely unknown. We show the results of the most extensive field study conducted so far to investigate patterns and drivers of the distribution and structure of benthic prokaryote assemblages from 228 samples collected at latitudes comprising 34 degrees N to 79 degrees N, and from ca. 400- to 5570-m depth. We provide evidence that, in deep-sea ecosystems, benthic bacterial and archaeal abundances significantly increase from middle to high latitudes, with patterns more pronounced for archaea, and particularly for Marine Group I Thaumarchaeota. Our results also reveal that different microbial components show varying sensitivities to changes in temperature conditions and food supply. We conclude that climate change will primarily affect deep-sea benthic archaea, with important consequences on global biogeochemical cycles, particularly at high latitudes.	2016	2	10.1126/sciadv.1500961
Rysanek, D; Elster, J; Kovacik, L; Skaloud, P	Diversity and dispersal capacities of a terrestrial algal genus Klebsormidium (Streptophyta) in polar regions	FEMS MICROBIOLOGY ECOLOGY	The distribution of microbial eukaryotes (protists) has been frequently discussed during the last two decades. The ubiquity hypothesis assumes the lack of latitudinal gradients in protist diversity due to their unlimited global dispersal. In this study, we examined the diversity and distribution of the very common, globally distributed green algal genus Klebsormidium across climatic zones, focusing on the polar regions. We tested whether (i) there is comparable diversity among the polar and temperate regions, and (ii) whether a spatial genetic differentiation occurs at the global scale. We collected a total of 58 Arctic, Antarctic and temperate strains, and genetically characterized them by sequencing the rbcL gene and two highly variable chloroplast markers. Our analyses revealed the presence of two different distribution patterns which are supposed to characterize both macroorganisms and protists. On the one hand, we demonstrated unlimited dispersal and intensive gene flow within one of the inferred lineages (superclade B). On the other hand, the majority of Klebsormidium clades showed rather a limited distribution. In addition, we detected a significant decrease of species richness towards the poles i. e. the macroecological pattern typical for macroorganisms. Species within a single protist genus may thus exhibit highly contrasting distribution patterns, based on their dispersal capabilities, which are usually shaped by both intrinsic and extrinsic factors.	2016	92	10.1093/femsec/fiw039
Ma, ZS	Power law analysis of the human microbiome	MOLECULAR ECOLOGY	Taylors (1961, Nature, 189: 732) power law, a power function (V = am(b)) describing the scaling relationship between the mean and variance of population abundances of organisms, has been found to govern the population abundance distributions of single species in both space and time in macroecology. It is regarded as one of few generalities in ecology, and its parameter b has been widely applied to characterize spatial aggregation (i.e. heterogeneity) and temporal stability of single-species populations. Here, we test its applicability to bacterial populations in the human microbiome using extensive data sets generated by the US-NIH Human Microbiome Project (HMP). We further propose extending Taylors power law from the population to the community level, and accordingly introduce four types of power-law extensions (PLEs): type I PLE for community spatial aggregation (heterogeneity), type II PLE for community temporal aggregation (stability), type III PLE for mixed-species population spatial aggregation (heterogeneity) and type IV PLE for mixed-species population temporal aggregation (stability). Our results show that fittings to the four PLEs with HMP data were statistically extremely significant and their parameters are ecologically sound, hence confirming the validity of the power law at both the population and community levels. These findings not only provide a powerful tool to characterize the aggregations of population and community in both time and space, offering important insights into community heterogeneity in space and/or stability in time, but also underscore the three general properties of power laws (scale invariance, no average and universality) and their specific manifestations in our four PLEs.	2015	24	10.1111/mec.13394
Garcia, FC; Alonso-Saez, L; Moran, XAG; Lopez-Urrutia, A	Seasonality in molecular and cytometric diversity of marine bacterioplankton: the re-shuffling of bacterial taxa by vertical mixing	ENVIRONMENTAL MICROBIOLOGY	The cytometric diversity of phytoplankton communities has been studied based on single-cell properties, but the applicability of this method to characterize bacterioplankton has been unexplored. Here, we analysed seasonal changes in cytometric diversity of marine bacterioplankton along a decadal time-series at three coastal stations in the Southern Bay of Biscay. Shannon-Weaver diversity estimates and Bray-Curtis similarities obtained by cytometric and molecular (16S rRNA tag sequencing) methods were significantly correlated in samples from a 3.5 year monthly time-series. Both methods showed a consistent cyclical pattern in the diversity of surface bacterial communities with maximal values in winter. The analysis of the highly resolved flow cytometry time-series across the vertical profile showed that water column mixing was a key factor explaining the seasonal changes in bacterial composition and the winter increase in bacterial diversity in coastal surface waters. Due to its low cost and short processing time as compared with genetic methods, the cytometric diversity approach represents a useful complementary tool in the macroecology of aquatic microbes.	2015	17	10.1111/1462-2920.12984
Sintes, E; De Corte, D; Ouillon, N; Herndl, GJ	Macroecological patterns of archaeal ammonia oxidizers in the Atlantic Ocean	MOLECULAR ECOLOGY	Macroecological patterns are found in animals and plants, but also in micro-organisms. Macroecological and biogeographic distribution patterns in marine Archaea, however, have not been studied yet. Ammonia-oxidizing Archaea (AOA) show a bipolar distribution (i.e. similar communities in the northernmost and the southernmost locations, separated by distinct communities in the tropical and gyral regions) throughout the Atlantic, detectable from epipelagic to upper bathypelagic layers (<2000m depth). This tentatively suggests an influence of the epipelagic conditions of organic matter production on bathypelagic AOA communities. The AOA communities below 2000m depth showed a less pronounced biogeographic distribution pattern than the upper 2000m water column. Overall, AOA in the surface and deep Atlantic waters exhibit distance-decay relationships and follow the Rapoport rule in a similar way as bacterial communities and macroorganisms. This indicates a major role of environmental conditions in shaping the community composition and assembly (species sorting) and no, or only weak limits for dispersal in the oceanic thaumarchaeal communities. However, there is indication of a different strength of these relationships between AOA and Bacteria, linked to the intrinsic differences between these two domains.	2015	24	10.1111/mec.13365
Harte, J; Rominger, A; Zhang, WY	Integrating macroecological metrics and community taxonomic structure	ECOLOGY LETTERS	We extend macroecological theory based on the maximum entropy principle from species level to higher taxonomic categories, thereby predicting distributions of species richness across genera or families and the dependence of abundance and metabolic rate distributions on taxonomic tree structure. Predictions agree with qualitative trends reported in studies on hyper-dominance in tropical tree species, mammalian body size distributions and patterns of rarity in worldwide plant communities. Predicted distributions of species richness over genera or families for birds, arthropods, plants and microorganisms are in excellent agreement with data. Data from an intertidal invertebrate community, but not from a dispersal-limited forest, are in excellent agreement with a predicted new relationship between body size and abundance. Successful predictions of the original species level theory are unmodified in the extended theory. By integrating macroecology and taxonomic tree structure, maximum entropy may point the way towards a unified framework for understanding phylogenetic community structure.	2015	18	10.1111/ele.12489
Haagensen, JAJ; Hansen, SK; Christensen, BB; Pamp, SJ; Molin, S	Development of Spatial Distribution Patterns by Biofilm Cells	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	Confined spatial patterns of microbial distribution are prevalent in nature, such as in microbial mats, soil communities, and water stream biofilms. The symbiotic two-species consortium of Pseudomonas putida and Acinetobacter sp. strain C6, originally isolated from a creosote-polluted aquifer, has evolved a distinct spatial organization in the laboratory that is characterized by an increased fitness and productivity. In this consortium, P. putida is reliant on microcolonies formed by Acinetobacter sp. C6, to which it attaches. Here we describe the processes that lead to the microcolony pattern by Acinetobacter sp. C6. Ecological spatial pattern analyses revealed that the microcolonies were not entirely randomly distributed and instead were arranged in a uniform pattern. Detailed time-lapse confocal microscopy at the single-cell level demonstrated that the spatial pattern was the result of an intriguing self-organization: small multicellular clusters moved along the surface to fuse with one another to form microcolonies. This active distribution capability was dependent on environmental factors (carbon source and oxygen) and historical contingency (formation of phenotypic variants). The findings of this study are discussed in the context of species distribution patterns observed in macroecology, and we summarize observations about the processes involved in coadaptation between P. putida and Acinetobacter sp. C6. Our results contribute to an understanding of spatial species distribution patterns as they are observed in nature, as well as the ecology of engineered communities that have the potential for enhanced and sustainable bioprocessing capacity.	2015	81	10.1128/AEM.01614-15
Sanchez-Ramirez, S; Etienne, RS; Moncalvo, JM	High speciation rate at temperate latitudes explains unusual diversity gradients in a clade of ectomycorrhizal fungi	EVOLUTION	Understanding the patterns of biodiversity through time and space is a challenging task. However, phylogeny-based macroevolutionary models allow us to account and measure many of the processes responsible for diversity buildup, namely speciation and extinction. The general latitudinal diversity gradient (LDG) is a well-recognized pattern describing a decline in species richness from the equator polewards. Recent macroecological studies in ectomycorrhizal (EM) fungi have shown that their LDG is shifted, peaking at temperate rather than tropical latitudes. Here we investigate this phenomenon from a macroevolutionary perspective, focusing on a well-sampled group of edible EM mushrooms from the genus Amanitathe Caesars mushrooms, which follow similar diversity patterns. Our approach consisted in applying a suite of models including (1) nontrait-dependent time-varying diversification (Bayesian analysis of macroevolutionary mixtures [BAMM]), (2) continuous trait-dependent diversification (quantitative-state speciation and extinction [QuaSSE]), and (3) diversity-dependent diversification. In short, results give strong support for high speciation rates at temperate latitudes (BAMM and QuaSSE). We also find some evidence for different diversity-dependence thresholds in temperate and tropical subclades, and little differences in diversity due to extinction. We conclude that our analyses on the Caesars mushrooms give further evidence of a temperate-peaking LDG in EM fungi, highlighting the importance and the implications of macroevolutionary processes in explaining diversity gradients in microorganisms.	2015	69	10.1111/evo.12722
ODwyer, JP; Kembel, SW; Sharpton, TJ	Backbones of evolutionary history test biodiversity theory for microbes	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Identifying the ecological and evolutionary mechanisms that determine biological diversity is a central question in ecology. In microbial ecology, phylogenetic diversity is an increasingly common and relevant means of quantifying community diversity, particularly given the challenges in defining unambiguous species units from environmental sequence data. We explore patterns of phylogenetic diversity across multiple bacterial communities drawn from different habitats and compare these data to evolutionary trees generated using theoretical models of biodiversity. We have two central findings. First, although on finer scales the empirical trees are highly idiosyncratic, on coarse scales the backbone of these trees is simple and robust, consistent across habitats, and displays bursts of diversification dotted throughout. Second, we find that these data demonstrate a clear departure from the predictions of standard neutral theories of biodiversity and that an alternative family of generalized models provides a qualitatively better description. Together, these results lay the groundwork for a theoretical framework to connect ecological mechanisms to observed phylogenetic patterns in microbial communities.	2015	112	10.1073/pnas.1419341112
Okie, JG; Van Horn, DJ; Storch, D; Barrett, JE; Gooseff, MN; Kopsova, L; Takacs-Vesbach, CD	Niche and metabolic principles explain patterns of diversity and distribution: theory and a case study with soil bacterial communities	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	The causes of biodiversity patterns are controversial and elusive due to complex environmental variation, covarying changes in communities, and lack of baseline and null theories to differentiate straightforward causes from more complex mechanisms. To address these limitations, we developed general diversity theory integrating metabolic principles with niche-based community assembly. We evaluated this theory by investigating patterns in the diversity and distribution of soil bacteria taxa across four orders of magnitude variation in spatial scale on an Antarctic mountainside in low complexity, highly oligotrophic soils. Our theory predicts that lower temperatures should reduce taxon niche widths along environmental gradients due to decreasing growth rates, and the changing niche widths should lead to contrasting alpha- and beta-diversity patterns. In accord with the predictions, alpha-diversity, niche widths and occupancies decreased while beta-diversity increased with increasing elevation and decreasing temperature. The theory also successfully predicts a hump-shaped relationship between alpha-diversity and pH and a negative relationship between alpha-diversity and salinity. Thus, a few simple principles explained systematic microbial diversity variation along multiple gradients. Such general theory can be used to disentangle baseline effects from more complex effects of temperature and other variables on biodiversity patterns in a variety of ecosystems and organisms.	2015	282	10.1098/rspb.2014.2630
Heino, J; Soininen, J; Alahuhta, J; Lappalainen, J; Virtanen, R	A comparative analysis of metacommunity types in the freshwater realm	ECOLOGY AND EVOLUTION	Most metacommunity studies have taken a direct mechanistic approach, aiming to model the effects of local and regional processes on local communities within a metacommunity. An alternative approach is to focus on emergent patterns at the metacommunity level through applying the elements of metacommunity structure (EMS; Oikos, 97, 2002, 237) analysis. The EMS approach has very rarely been applied in the context of a comparative analysis of metacommunity types of main microbial, plant, and animal groups. Furthermore, to our knowledge, no study has associated metacommunity types with their potential ecological correlates in the freshwater realm. We assembled data for 45 freshwater metacommunities, incorporating biologically highly disparate organismal groups (i.e., bacteria, algae, macrophytes, invertebrates, and fish). We first examined ecological correlates (e.g., matrix properties, beta diversity, and average characteristics of a metacommunity, including body size, trophic group, ecosystem type, life form, and dispersal mode) of the three elements of metacommunity structure (i.e., coherence, turnover, and boundary clumping). Second, based on those three elements, we determined which metacommunity types prevailed in freshwater systems and which ecological correlates best discriminated among the observed metacommunity types. We found that the three elements of metacommunity structure were not strongly related to the ecological correlates, except that turnover was positively related to beta diversity. We observed six metacommunity types. The most common were Clementsian and quasi-nested metacommunity types, whereas Random, quasi-Clementsian, Gleasonian, and quasi-Gleasonian types were less common. These six metacommunity types were best discriminated by beta diversity and the first axis of metacommunity ecological traits, ranging from metacommunities of producer organisms occurring in streams to those of large predatory organisms occurring in lakes. Our results showed that focusing on the emergent properties of multiple metacommunities provides information additional to that obtained in studies examining variation in local community structure within a metacommunity.	2015	5	10.1002/ece3.1460
