AU	TI	SO	AB	PY	VL	DI
Hamilton, AK; Lovejoy, C; Galand, PE; Ingram, RG	Water masses and biogeography of picoeukaryote assemblages in a cold hydrographically complex system	LIMNOLOGY AND OCEANOGRAPHY	We investigated the influence of geographic distance, environmental variables, and water mass origin on picoeukaryote ( phytoplankton and other protists < 3 mu m) assemblages to assess the presence of biogeographic patterns. The study region was an area of converging Arctic and Atlantic currents where several distinct water masses were overlain and intersecting. Denaturing gradient gel electrophoresis ( DGGE) profiles of assemblages revealed 42 distinct band types overall, with minimum richness ( 8 band types) in Arctic surface water and Atlantic deep water, and maximum richness ( 22 band types) in regions of water mass mixing. Sequencing of DGGE bands revealed that most sequences ( 78 of 98) matched uncultured clones from major taxonomic marine groups, including the Acantharea, Bacillariophyceae, Cercozoa, Chrysophyceae, Dinophyceae, Prasinophyceae, Prymnesiophyceae, and stramenopiles, as well as the novel marine stramenopiles ( MAST), alveolate groups I and II, and picobiliphytes. Multivariate statistical analysis of DGGE profiles revealed that picoeukaryote assemblage composition was positively correlated with geographic proximity, abiotic environmental conditions ( salinity, photosynthetically active radiation, and transmissivity), and biotic community structure ( total phototrophic biomass and size class). Picoeukaryote assemblage similarity was also strongly associated with water mass origin; assemblages in close spatial proximity ( horizontally or vertically) showed less similarity if located in different water masses, while spatially distant assemblages showed higher similarity if located within the same water mass. This study highlights that ocean hydrodynamics must be considered to fully explain the distribution and diversity of microbes in this fluid realm.	2008	53	10.4319/lo.2008.53.3.0922
Miloslavich, P	The Census of Marine Life in the Caribbean: A Biodiversity Program	REVISTA DE BIOLOGIA TROPICAL	The Census of Marine Life (CoML) is an international science program to assess and explain the diversity, distribution and abundance of marine life, past, present and future. The program has three major components which are historical, exploratory and modeling, all of which are integrated into an open source database (OBIS: Ocean Biogeographic Information System) for visualization and analysis. In the Caribbean, the program began in 2004 by reviewing the state of knowledge of marine biodiversity in 10 countries of the region, as well as the establishment of a link between the CoML and research programs and conservation initiatives. An historical project coordinated in the Caribbean deals with integrating, standardizing and synthesizing the data on the early human impact on mollusc populations in a global perspective. This project is generating a Human/Molluscs Interaction Database (HMID) containing high quality historical data, descriptions and interpretations of worldwide events, patterns, processes, and products resulting from the interactions between humans and molluscs through time. Engaged exploratory projects in the Caribbean deal with the biodiversity of the nearshore in seagrass beds and rocky shores (NaGISA), and the deep sea (COMARGE). The Coral Reef (Caricoral) and microbes (ICOMM) projects are currently under organization in the region and have already established clear goals and an action plan for their implementation within a network. The participation of the Caribbean in the Ocean Tracking Network (OTN) has also been engaged. The Caribbean has contributed with the OBIS database through the SIBM (Sistema de Informacion Biogeografica Marina) of the INVEMAR in Colombia. However, there is an urgent need of identifying literature and collections that can be digitalized, georeferenced and incorporated into OBIS. The CoML-Caribbean is open to new partnerships and collaborations both within and outside the region. Within the region, it seeks to (1) integrate researchers in marine biodiversity, (2) consolidate available information on marine biodiversity, (3) learn and exchange ideas about national and regional plans, priorities and conservation policies and (4) maintain a regional committee to support CoML projects. At a global scale, it also seeks to explore opportunities for regional and international cooperation in new developing projects related to marine biodiversity. Rev. Biol. Trop. 56 (Suppl. 1): 171-181. Epub 2008 May 30.	2008	56	
Gu, XM; He, SY; Lei, A	Molecular phylogenetics among three families of bats (Chiroptera : Rhinolophidae, Hipposideridae, and Vespertilionidae) based on partial sequences of the mitochondrial 12S and 16S rRNA genes	ZOOLOGICAL STUDIES	Extensive morphologic and molecular analyses of the phylogenetics of bats have been carried out, but controversies still exist. In order to further deduce the phylogenetic relationships among the families Vespertilionidae, Hipposideridae, and Rhinolophidae of microbats (Chiroptera), partial mitochondrial 12S and 16S rRNA gene sequences (2400 bp) for 32 species of the 3 families were obtained, among which the sequences of 19 species were amplified in this study and the other 13 were retrieved from GenBank. Meanwhile, those of 3 species in the family Pteropodidae and 1 species in the family Molossidae were also obtained from GenBank. The phylogenetics of all 5 families were assessed using a maximum-parsimony (MP) analysis. Second, the intrafamily relationships of the Vespertilionidae as well as the intra- and interfamily relationships of the Rhinolophidae and Hipposideridae were addressed using Bayesian, minimum-evolution (ME), and Neighbor-joining (NJ) methods. The following results were clearly demonstrated. (1) The paraphyly of microbats was revealed. (2) The subfamily Miniopterinae could not be elevated to family status, and it was the 1st clade separated from the Vespertilionidae. (3) Myotis should be elevated to the subfamily Myotinae, which was sister to a clade containing the Kerivoulinae and Murininae. (4) In the genus Myotis, all assayed New World and Old World species were respectively placed together in clades, and the 3 subgenera were not closely phylogenetically related. (5) As for Pipistrellus-like bats, 3 genera (Ia, Scotomanes, and Eptesicus) were successively placed together in clades, and were sister to the clade containing Pipistrellus, indicating a higher probability that the genus la belongs to Eptesicini than to Pipistrellus. (6) The Rhinolophoidae and Hipposideridae should be treated as separate families. (7) In the genus Hipposideros, Hipposideros armiger was first placed together with H. larvatus in a clade, then with H. pratti, and H. bicolor was the 1st branch separated from other species of Hipposideros. (8) Finally, R. ferrumequinum and Rhinolophus sp. were the 1st branch separated from other Rhinolophids.	2008	47	
Marchant, R; Franzetti, A; Pavlostathis, SG; Tas, DO; Erdbrugger, I; Unyayar, A; Mazmanci, MA; Banat, IM	Thermophilic bacteria in cool temperate soils: are they metabolically active or continually added by global atmospheric transport?	APPLIED MICROBIOLOGY AND BIOTECHNOLOGY	Thermophilic soil geobacilli isolated from cool temperate geographical zone environments have been shown to be metabolically inactive under aerobic conditions at ambient temperatures (-5 to 25 degrees C). It is now confirmed that a similar situation exists for their anaerobic denitrification activity. It is necessary therefore to determine the mechanisms that sustain the observed significant viable populations in these soils. Population analysis of thermophiles in rainwater and air samples has shown different species compositions which support the view that long distance global transport and deposition in rainwater is a possible source of replenishment of the soil thermophile populations. Survival experiments using a representative Geobacillus isolate have indicated that while cells lose viability rapidly at most temperatures, populations can increase only when the temperature allows growth to take place at a rate which exceeds death rate. Long term (9-month) experiments at 4 degrees C show population increases which can be accounted for by very slow growth rates complemented by negligible death rates. These results are interpreted in the context of current hypotheses on the biogeography patterns of bacteria.	2008	78	10.1007/s00253-008-1372-y
Zuccarello, GC; West, JA; Kikuchi, N	Phylogenetic relationships within the stylonematales (Stylonematophyceae, Rhodophyta): Biogeographic patterns do not apply to Stylonema alsidii	JOURNAL OF PHYCOLOGY	The Stylonematales is the sole order of the Stylonematophyceae. The order consists of a mixture of filamentous or unicellular taxa that are small, grow on various surfaces, and are described from many floras, indicating that they may be cosmopolitan. Such ubiquity has been proposed to be due to properties of microorganisms, such as large population sizes, rather than human-derived phenomena. While their small nature makes most records fortuitous, we targeted these red algae to get a better understanding of their global distribution, genetic variation, and phylogeographic relationships. Our results indicated that the genera are mostly well supported, except for the position of Stylonema cornu-cervi with Goniotrichopsis reniformis, while intergeneric relationships are mostly unsupported. The most commonly isolated species was Stylonema alsidii. Within this species, several well-supported clades were present. The phylogeographic relationships in S. alsidii showed no obvious biogeographic pattern, with supported clades containing samples from disparate locations, and multiple samples from the same area not grouping together. Some clades showed little genetic variation and wide distributions, possibly indicating human-derived dispersal. Other clades, also with wide distribution, showed more genetic structure and could be candidates for groups formed by natural long-distance dispersal. While all issues on ubiquity cannot be answered with this data set, it would appear that at least S. alsidii is a true ubiquitous taxon. The sister relationship of Rufusia pilicola to the remaining Stylonematophyceae, the presence of the carbohydrate floridoside, and this species unusual habitat indicate that it belongs to a new order, Rufusiales.	2008	44	10.1111/j.1529-8817.2008.00467.x
Portillo, MC; Gonzalez, JM	Microbial communities and immigration in volcanic environments of Canary Islands (Spain)	NATURWISSENSCHAFTEN	Volcanic eruptions originated the Canary Islands (Spain), and today, different landscapes clearly show that active volcanism. The microbial communities present in these volcanic environments, both at high (above 70 degrees C) and moderate (25-35 degrees C) temperatures, were analyzed. Rock samples were processed using molecular techniques based on both DNA and RNA and complemented with the culture of microorganisms at a wide range of temperatures. Microorganisms detected through RNA-based molecular surveys were mostly related to mesophilic microorganisms, while representatives of hyperthermophiles were not detected. RNA decay curves at 80 degrees C resulted in half-life estimates of less than 2 min for mesophilic microorganisms, supporting a recent and continuous arrival of microorganisms to the high temperature sampled sites. This study constitutes a unique experimental approach showing a great natural potential of microorganisms to spread out to different natural environments. The implications are of great interest for the biogeography, dispersal, and potential distribution of microorganisms, and their genetic information, in natural environments.	2008	95	10.1007/s00114-007-0330-3
Epis, S; Sassera, D; Beninati, T; Lo, N; Beati, L; Piesman, J; Rinaldi, L; Mccoy, KD; Torina, A; Sacchi, L; Clementi, E; Genchi, M; Magnino, S; Bandi, C	Midichloria mitochondrii is widespread in hard ticks (Ixodidae) and resides in the mitochondria of phylogenetically diverse species	PARASITOLOGY	The hard tick Ixodes ricinus (Ixodidae) is the sole animal thus far shown to harbour an intra-mitochondrial bacterium, which has recently been named Midichloria mitochondrii. The objectives of this work were (i) to screen ixodid ticks for Midichloria-related bacteria and (ii) to determine whether these bacteria exploit the intra-mitochondrial niche in other tick species. Our main goal was to discover further models of this peculiar form of symbiosis. We have thus performed a PCR screening for Midichloria -related bacteria in samples of ixodid ticks collected in Italy, North America and Iceland. A total of 7 newly examined species from 5 genera were found positive for bacteria closely related to M. mitochondrii. Samples of the tick species Rhipicephalus bursa, found positive in the PCR screening, were analysed with transmission electron microscopy, which revealed the presence of bacteria both in the cytoplasm and in the mitochondria of the oocytes. There is thus evidence that bacteria invade mitochondria in at least 2 tick species. Phylogenetic analysis on the bacterial 16S rRNA gene sequences generated from positive specimens revealed that the bacteria form a monophyletic group within the order Rickettsiales. The phylogeny of Midichloria symbionts and related bacteria does not appear completely congruent with the phylogeny of the hosts.	2008	135	10.1017/S0031182007004052
Beck, RMD; Godthelp, H; Weisbecker, V; Archer, M; Hand, SJ	Australias Oldest Marsupial Fossils and their Biogeographical Implications	PLOS ONE	Background: We describe new cranial and post-cranial marsupial fossils from the early Eocene Tingamarra Local Fauna in Australia and refer them to Djarthia murgonensis, which was previously known only from fragmentary dental remains. Methodology/Principal Findings: The new material indicates that Djarthia is a member of Australidelphia, a pan-Gondwanan clade comprising all extant Australian marsupials together with the South American microbiotheres. Djarthia is therefore the oldest known crown-group marsupial anywhere in the world that is represented by dental, cranial and post-cranial remains, and the oldest known Australian marsupial by 30 million years. It is also the most plesiomorphic known australidelphian, and phylogenetic analyses place it outside all other Australian marsupials. Conclusions/Significance: As the most plesiomorphic and oldest unequivocal australidelphian, Djarthia may approximate the ancestral morphotype of the Australian marsupial radiation and suggests that the South American microbiotheres may be the result of back-dispersal from eastern Gondwana, which is the reverse of prevailing hypotheses.	2008	3	10.1371/journal.pone.0001858
Desnues, C; Rodriguez-Brito, B; Rayhawk, S; Kelley, S; Tran, T; Haynes, M; Liu, H; Furlan, M; Wegley, L; Chau, B; Ruan, YJ; Hall, D; Angly, FE; Edwards, RA; Li, LL; Thurber, RV; Reid, RP; Siefert, J; Souza, V; Valentine, DL; Swan, BK; Breitbart, M; Rohwer, F	Biodiversity and biogeography of phages in modern stromatolites and thrombolites	NATURE	Viruses, and more particularly phages ( viruses that infect bacteria), represent one of the most abundant living entities in aquatic and terrestrial environments. The biogeography of phages has only recently been investigated and so far reveals a cosmopolitan distribution of phage genetic material ( or genotypes)(1-4). Here we address this cosmopolitan distribution through the analysis of phage communities in modern microbialites, the living representatives of one of the most ancient life forms on Earth. On the basis of a comparative metagenomic analysis of viral communities associated with marine ( Highborne Cay, Bahamas) and freshwater ( Pozas Azules II and Rio Mesquites, Mexico) microbialites, we show that some phage genotypes are geographically restricted. The high percentage of unknown sequences recovered from the three metagenomes (>97%), the low percentage similarities with sequences from other environmental viral ( n = 42) and microbial ( n = 36) metagenomes, and the absence of viral genotypes shared among microbialites indicate that viruses are genetically unique in these environments. Identifiable sequences in the Highborne Cay metagenome were dominated by single- stranded DNA microphages that were not detected in any other samples examined, including sea water, fresh water, sediment, terrestrial, extreme, metazoan- associated and marine microbial mats. Finally, a marine signature was present in the phage community of the Pozas Azules II microbialites, even though this environment has not been in contact with the ocean for tens of millions of years. Taken together, these results prove that viruses in modern microbialites display biogeographical variability and suggest that they may be derived from an ancient community.	2008	452	10.1038/nature06735
Vos, M; Velicer, GJ	Isolation by distance in the spore-forming soil bacterium Myxococcus xanthus	CURRENT BIOLOGY	Genetic differentiation between spatially separated populations within a species is commonly observed in plants and animals, but its existence in microbes has long been a contentious issue[1-5]. Traditionally, many microbial ecologists have reasoned that microbes are not limited by dispersal as a result of their immense numbers and microscopic size [2, 6]. In this view, the absence of barriers to gene flow between populations would prevent differentiation of populations by genetic drift and hinder local adaptation. Myxococcus xanthus is a globally distributed, spore-forming bacterium that offers a robust test for genetic differentiation among populations because sporulation is expected to enhance dispersal. Using multi-locus sequence data, we show here that both diversity and the degree of differentiation between populations increase as a function of distance in M. xanthus. Populations are consistently differentiated at scales exceeding 10(2)-10(3) km, and isolation by distance, the divergence of populations by genetic drift due to limited dispersal, is responsible. Our results provide new insights into how genetic diversity within species of free-living microbes is distributed from centimeter to global scales.	2008	18	10.1016/j.cub.2008.02.050
Geng, HF; Bruhn, JB; Nielsen, KF; Gram, L; Belas, R	Genetic dissection of tropodithietic acid biosynthesis by marine roseobacters	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	The symbiotic association between the roseobacter Silicibacter sp. strain TM1040 and the dinoflagellate Pfiesteria piscicida involves bacterial chemotaxis to dinoflagellate-produced dimethylsulfoniopropionate (DMSP), DMSP demethylation, and ultimately a biofilm on the surface of the host. Biofilm formation is coincident with the production of an antibiotic and a yellow-brown pigment. In this report, we demonstrate that the antibiotic is a sulfur-containing compound, tropodithietic acid (TDA). Using random transposon insertion mutagenesis, 12 genes were identified as critical for TDA biosynthesis by the bacteria, and mutation in any one of these results in a loss of antibiotic activity (Tda(-)) and pigment production. Unexpectedly, six of the genes, referred to as tdaA-F, could not be found on the annotated TM1040 genome and were instead located on a previously unidentified plasmid (ca. 130 kb; pSTM3) that exhibited a low frequency of spontaneous loss. Homologs of tdaA and tdaB from Silicibacter sp. strain TM1040 were identified by mutagenesis in another TDA-producing roseobacter, Phaeobacter sp. strain 27-4, which also possesses two large plasmids (ca. 60 and ca. 70 kb, respectively), and tda genes were found by DNA-DNA hybridization in 88% of a diverse collection of nine roseobacters with known antibiotic activity. These data suggest that roseobacters may use a common pathway for TDA biosynthesis that involves plasmid-encoded proteins. Using metagenomic library databases and a bioinformatics approach, differences in the biogeographical distribution between the critical TDA synthesis genes were observed. The implications of these results to roseobacter survival and the interaction between TM1040 and its dinoflagellate host are discussed.	2008	74	10.1128/AEM.02339-07
Rossello-Mora, R; Lucio, M; Pena, A; Brito-Echeverria, J; Lopez-Lopez, A; Valens-Vadell, M; Frommberger, M; Anton, J; Schmitt-Kopplin, P	Metabolic evidence for biogeographic isolation of the extremophilic bacterium Salinibacter ruber	ISME JOURNAL	The biogeography of prokaryotes and the effect of geographical barriers as evolutionary constraints are currently subjected to great debate. Some clear- cut evidence for geographic isolation has been obtained by genetic methods but, in many cases, the markers used are too coarse to reveal subtle biogeographical trends. Contrary to eukaryotic microorganisms, phenotypic evidence for allopatric segregation in prokaryotes has never been found. Here we present, for the first time, a metabolomic approach based on ultrahigh resolution mass spectrometry to reveal phenotypic biogeographical discrimination. We demonstrate that strains of the cosmopolitan extremophilic bacterium Salinibacter ruber, isolated from different sites in the world, can be distinguished by means of characteristic metabolites, and that these differences can be correlated to their geographical isolation site distances. The approach allows distinct degrees of discrimination for isolates at different geographical scales. In all cases, the discriminative metabolite patterns were quantitative rather than qualitative, which may be an indication of geographically distinct transcriptional or posttranscriptional regulations.	2008	2	10.1038/ismej.2007.93
