AU	TI	SO	AB	PY	VL	DI
Durrer, A; Gumiere, T; Taketani, RG; da Costa, DP; Silva, MDPE; Andreote, FD	The drivers underlying biogeographical patterns of bacterial communities in soils under sugarcane cultivation	APPLIED SOIL ECOLOGY	The exploration of microbiomes has been posited as one of the pillars for innovative technologies to improve plant health and production. Agriculture is a promising area for this exploration as soils harbor vast and diverse microbial communities. A better understanding of the drivers influencing microbial biogeographical patterns is necessary to properly exploit this resource. Here, we aimed to describe biogeographical patterns of bacterial communities across a broad spatial scale by sampling soils in 10 distinct farms (a total of 285 soil samples) located at the most important region for sugarcane production in Brazil. Bacterial communities were analyzed in terms of community structure and composition and further correlated with soil characteristics, agricultural practices and geographical distances. Distance decay patterns were found either at the bacterial community level (as determined by T-RFLP and sequencing analyses) and at the distribution of most bacterial phyla. Partial redundancy analysis revealed that soil characteristics (i.e., pH, granulometry, potassium and phosphorus contents) and agricultural practices (i.e., amendments of vinasse, charcoal and mechanical harvesting) explained the differential structuring of bacterial communities to a higher extend than did geographical distance. The co-occurrence/mutual-exclusion analysis suggested a role of biological connections in these assemblages, such as the co-occurrence of Proteobacteria and Acidobacteria, both negatively correlated with Actinobacteria. Our data constitute the broadest assessment of biogeographical patterns of bacterial communities across agricultural soils. Collectively, it indicates that these bacterial assemblages are suitable for management, what support the development of microbiome-based strategies in agricultural settings. (C) 2016 Elsevier B.V. All rights reserved.	2017	110	10.1016/j.apsoil.2016.11.005
Taketani, RG; Lanconi, MD; Kavamura, VN; Durrer, A; Andreote, FD; Melo, IS	Dry Season Constrains Bacterial Phylogenetic Diversity in a Semi-Arid Rhizosphere System	MICROBIAL ECOLOGY	The rhizosphere is viewed as a deterministic environment led by the interaction between plants and microorganisms. In the case of semi-arid plants, this interaction is strengthened by the harshness of the environment. We tested the hypothesis that dry season represents a constraint on the bacterial diversity of the rhizosphere from semi-arid plants. To accomplish this, we sampled two leguminous species at five locations during the dry and rainy seasons in the Caatinga biome and characterised bacterial community structures using qPCR and 16S rRNA sequencing. We found that the main differences between seasons were due to reduced phylogenetic diversity caused by dryness. Variation partitioning indicated that environmental characteristics significant impacts in beta-diversity. Additionally, distance decay relationship and taxa area relationship indicate a higher spatial turnover at the rainy season. During the dry season, decreased bacterial abundance is likely due to the selection of resistant or resilient microorganisms; with the return of the rain, the sensitive populations start to colonise the rhizosphere by a process that is strongly influenced by environmental characteristics. Thus, we propose that the reduction of PD and strong influence of environmental parameters on the assemblage of these communities make them prone to functional losses caused by climatic disturbances.	2017	73	10.1007/s00248-016-0835-4
Ping, YA; Han, DX; Wang, N; Hu, YB; Mu, LQ; Feng, FJ	Vertical zonation of soil fungal community structure in a Korean pine forest on Changbai Mountain, China	WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY	Changbai Mountain, with intact montane vertical vegetation belts, is located at a sensitive area of global climate change and a central distribution area of Korean pine forest. Broad-leaved Korean pine mixed forest (Pinus koraiensis as an edificator) is the most representative zonal climax vegetation in the humid region of northeastern China; their vertical zonation is the most intact and representative on Changbai Mountain. In this study, we analyzed the composition and diversity of soil fungal communities in the Korean pine forest on Changbai Mountain at elevations ranging from 699 to 1177 m using Illumina High-throughput sequencing. We obtained a total 186,663 optimized sequences, with an average length of 268.81 bp. We found soil fungal diversity index was decreased with increasing elevation from 699 to 937 m and began to rise after reaching 1044 m; the richness and evenness indices were decreased with an increase in elevation. Soil fungal compositions at the phylum, class and genus levels varied significantly at different elevations, but with the same dominant fungi. Beta-diversity analysis indicated that the similarity of fungal communities decreased with an increased vertical distance between the sample plots, showing a distance-decay relationship. Variation partition analysis showed that geographic distance (mainly elevation gradient) only explained 20.53 % of the total variation of fungal community structure, while soil physicochemical factors explained 69.78 %.	2017	33	10.1007/s11274-016-2133-1
Wang, JJ; Pan, FY; Soininen, J; Heino, J; Shen, J	Nutrient enrichment modifies temperature-biodiversity relationships in large-scale field experiments	NATURE COMMUNICATIONS	Climate effects and human impacts, that is, nutrient enrichment, simultaneously drive spatial biodiversity patterns. However, there is little consensus about their independent effects on biodiversity. Here we manipulate nutrient enrichment in aquatic microcosms in subtropical and subarctic regions (China and Norway, respectively) to show clear segregation of bacterial species along temperature gradients, and decreasing alpha and gamma diversity toward higher nutrients. The temperature dependence of species richness is greatest at extreme nutrient levels, whereas the nutrient dependence of species richness is strongest at intermediate temperatures. For species turnover rates, temperature effects are strongest at intermediate and two extreme ends of nutrient gradients in subtropical and subarctic regions, respectively. Species turnover rates caused by nutrients do not increase toward higher temperatures. These findings illustrate direct effects of temperature and nutrients on biodiversity, and indirect effects via primary productivity, thus providing insights into how nutrient enrichment could alter biodiversity under future climate scenarios.	2016	7	10.1038/ncomms13960
Beaton, ED; Stevenson, BS; King-Sharp, KJ; Stamps, BW; Nunn, HS; Stuart, M	Local and Regional Diversity Reveals Dispersal Limitation and Drift as Drivers for Groundwater Bacterial Communities from a Fractured Granite Formation	FRONTIERS IN MICROBIOLOGY	Microorganisms found in terrestrial subsurface environments make up a large proportion of the Earths biomass. Biogeochemical cycles catalyzed by subsurface microbes have the potential to influence the speciation and transport of radionuclides managed in geological repositories. To gain insight on factors that constrain microbial processes within a formation with restricted groundwater flow we performed a meta-community analysis on groundwater collected from multiple discrete fractures underlying the Chalk River Laboratories site (located in Ontario, Canada). Bacterial taxa were numerically dominant in the groundwater. Although these were mainly uncultured, the closest cultivated representatives were from the phenotypically diverse Betaproteobacteria, Deltaproteobacteria, Bacteroidetes, Actinobacteria, Nitrospirae, and Firmicutes. Hundreds of taxa were identified but only a few were found in abundance (>1%) across all assemblages. The remainder of the taxa were low abundance. Within an ecological framework of selection, dispersal and drift, the local and regional diversity revealed fewer taxa within each assemblage relative to the meta community, but the taxa that were present were more related than predicted by chance. The combination of dispersion at one phylogenetic depth and clustering at another phylogenetic depth suggest both niche (dispersion) and filtering (clustering) as drivers of local assembly. Distance decay of similarity reveals apparent biogeography of 1.5 km. Beta diversity revealed greater influence of selection at shallow sampling locations while the influences of dispersal limitation and randomness were greater at deeper sampling locations. Although selection has shaped each assemblage, the spatial scale of groundwater sampling favored detection of neutral processes over selective processes. Dispersal limitation between assemblages combined with local selection means the meta-community is subject to drift, and therefore, likely reflects the differential historical events that have influenced the current bacterial composition. Categorizing the study site into smaller regions of interest of more closely spaced fractures, or of potentially hydraulically connected fractures, might improve the resolution of an analysis to reveal environmental influences that have shaped these bacterial communities.	2016	7	10.3389/fmicb.2016.01933
Choudoir, MJ; Doroghazi, JR; Buckley, DH	Latitude delineates patterns of biogeography in terrestrial Streptomyces	ENVIRONMENTAL MICROBIOLOGY	The biogeography of Streptomyces was examined at regional spatial scales to identify factors that govern patterns of microbial diversity. Streptomyces are spore forming filamentous bacteria which are widespread in soil. Streptomyces strains were isolated from perennial grass habitats sampled across a spatial scale of more than 6000 km. Previous analysis of this geographically explicit culture collection provided evidence for a latitudinal diversity gradient in Streptomyces species. Here the hypothesis that this latitudinal diversity gradient is a result of evolutionary dynamics associated with historical demographic processes was evaluated. Historical demographic phenomena have genetic consequences that can be evaluated through analysis of population genetics. Population genetic approaches were applied to analyze population structure in six of the most numerically abundant and geographically widespread Streptomyces phylogroups from our culture collection. Streptomyces population structure varied at regional spatial scales, and allelic diversity correlated with geographic distance. In addition, allelic diversity and gene flow are partitioned by latitude. Finally, it was found that nucleotide diversity within phylogroups was negatively correlated with latitude. These results indicate that phylogroup diversification is constrained by dispersal limitation at regional spatial scales, and they are consistent with the hypothesis that historical demographic processes have influenced the contemporary biogeography of Streptomyces.	2016	18	10.1111/1462-2920.13420
Zhang, B; Xia, Y; Wen, XH; Wang, XH; Yang, YF; Zhou, JZ; Zhang, Y	The Composition and Spatial Patterns of Bacterial Virulence Factors and Antibiotic Resistance Genes in 19 Wastewater Treatment Plants	PLOS ONE	Bacterial pathogenicity and antibiotic resistance are of concern for environmental safety and public health. Accumulating evidence suggests that wastewater treatment plants (WWTPs) are as an important sink and source of pathogens and antibiotic resistance genes (ARGs). Virulence genes (encoding virulence factors) are good indicators for bacterial pathogenic potentials. To achieve a comprehensive understanding of bacterial pathogenic potentials and antibiotic resistance in WWTPs, bacterial virulence genes and ARGs in 19 WWTPs covering a majority of latitudinal zones of China were surveyed by using GeoChip 4.2. A total of 1610 genes covering 13 virulence factors and 1903 genes belonging to 11 ARG families were detected respectively. The bacterial virulence genes exhibited significant spatial distribution patterns of a latitudinal biodiversity gradient and a distance-decay relationship across China. Moreover, virulence genes tended to coexist with ARGs as shown by their strongly positive associations. In addition, key environmental factors shaping the overall virulence gene structure were identified. This study profiles the occurrence, composition and distribution of virulence genes and ARGs in current WWTPs in China, and uncovers spatial patterns and important environmental variables shaping their structure, which may provide the basis for further studies of bacterial virulence factors and antibiotic resistance in WWTPs.	2016	11	10.1371/journal.pone.0167422
Bacaro, G; Altobelli, A; Cameletti, M; Ciccarelli, D; Martellos, S; Palmer, MW; Ricotta, C; Rocchini, D; Scheiner, SM; Tordoni, E; Chiarucci, A	Incorporating spatial autocorrelation in rarefaction methods: Implications for ecologists and conservation biologists	ECOLOGICAL INDICATORS	Recently, methods for constructing Spatially Explicit Rarefaction (SER) curves have been introduced in the scientific literature to describe the relation between the recorded species richness and sampling effort and taking into account for the spatial autocorrelation in the data. Despite these-methodological advances, the use of SERs has not become routine and ecologists continue to use rarefaction methods that are not spatially explicit. Using two study cases from Italian vegetation surveys, we demonstrate that classic rarefaction methods that do not account for spatial structure can produce inaccurate results. Furthermore, our goal in this paper is to demonstrate how SERs can overcome the problem of spatial autocorrelation in the analysis of plant or animal communities. Our analyses demonstrate that using a spatially-explicit method for constructing rarefaction curves can substantially alter estimates of relative species richness. For both analyzed data sets, we found that the rank ordering of standardized species richness estimates was reversed between the two methods. We strongly advise the use of Spatially Explicit Rarefaction methods when analyzing biodiversity: the inclusion of spatial autocorrelation into rarefaction analyses can substantially alter conclusions and change the way We might prioritize or manage nature reserves. (C) 2016 Elsevier Ltd. All rights reserved.	2016	69	10.1016/j.ecolind.2016.04.026
Dai, TJ; Zhang, Y; Tang, YS; Bai, YH; Tao, YL; Huang, B; Wen, DH	Identifying the key taxonomic categories that characterize microbial community diversity using full-scale classification: a case study of microbial communities in the sediments of Hangzhou Bay	FEMS MICROBIOLOGY ECOLOGY	Coastal areas are land-sea transitional zones with complex natural and anthropogenic disturbances. Microorganisms in coastal sediments adapt to such disturbances both individually and as a community. The microbial community structure changes spatially and temporally under environmental stress. In this study, we investigated the microbial community structure in the sediments of Hangzhou Bay, a seriously polluted bay in China. In order to identify the roles and contribution of all microbial taxa, we set thresholds as 0.1% for rare taxa and 1% for abundant taxa, and classified all operational taxonomic units into six exclusive categories based on their abundance. The results showed that the key taxa in differentiating the communities are abundant taxa (AT), conditionally abundant taxa (CAT), and conditionally rare or abundant taxa (CRAT). A large population in conditionally rare taxa (CRT) made this category collectively significant in differentiating the communities. Both bacteria and archaea demonstrated a distance decay pattern of community similarity in the bay, and this pattern was strengthened by rare taxa, CRT and CRAT, but weakened by AT and CAT. This implied that the low abundance taxa were more deterministically distributed, while the high abundance taxa were more ubiquitously distributed.Based on a full-scale microbial taxa classification, the roles and contributions of key taxonomic categories in maintaining and altering microbial community structures in the sediments of Hangzhou Bay were recognized.Based on a full-scale microbial taxa classification, the roles and contributions of key taxonomic categories in maintaining and altering microbial community structures in the sediments of Hangzhou Bay were recognized.	2016	92	10.1093/femsec/fiw150
Johansen, RB; Johnston, P; Mieczkowski, P; Perry, GLW; Robeson, MS; Burns, BR; Vilgalys, R	A native and an invasive dune grass share similar, patchily distributed, root-associated fungal communities	FUNGAL ECOLOGY	Fungi are ubiquitous occupiers of plant roots, yet the impact of host identity on fungal community composition is not well understood. Invasive plants may benefit from reduced pathogen impact when competing with native plants, but suffer if mutualists are unavailable. Root samples of the invasive dune grass Ammophila arenaria and the native dune grass Leymus mollis were collected from a Californian foredune. We utilised the Illumina MiSeq platform to sequence the ITS and LSU gene regions, with the SSU region used to target arbuscular mycorrhizal fungi (AMF). The two plant species largely share a fungal community, which is dominated by widespread generalists. Fungi detected on only one species were rare, accounting for a small proportion of the data. The SSU region recovered AMF from more samples and from more Glomeromycota lineages than ITS or LSU. A high degree of turnover among samples was observed, but there was no evidence for strong distance-decay. (C) 2016 Elsevier Ltd and British Mycological Society. All rights reserved.	2016	23	10.1016/j.funeco.2016.08.003
Teittinen, A; Kallajoki, L; Meier, S; Stigzelius, T; Soininen, J	The roles of elevation and local environmental factors as drivers of diatom diversity in subarctic streams	FRESHWATER BIOLOGY	High latitude and altitude freshwater systems are highly sensitive to the effects of global warming and associated environmental changes. Diatoms are widely used as sentinels of environmental change, yet knowledge of diatom community patterns in high latitude and altitude streams remains limited. The aim of this study was to examine alpha and beta diversity of diatoms in subarctic streams in Finland and Norway, and to determine the importance of local environmental factors and elevation in shaping their community patterns. We also aimed at testing, for the first time, whether microbes conform to Rapoports elevational rule, which states that species occurring at higher elevations have generally larger elevational ranges than species at lower elevations. Three streams (44 sites in total) with an altitudinal gradient of 21-877m a.s.l. were sampled. Generalized linear models, hierarchical partitioning, and a boosted regression tree method were used to identify drivers of diatom species richness. We ran Mantel tests, and calculated initial similarities and elevational halving distances to examine beta diversity. There were no apparent richness-elevation relationships within streams. Across all study streams, the water depth was the most important factor for richness, with additional influences by stone size, conductivity, pH and elevation. Diatoms in subarctic streams did not conform to Rapoports elevational rule. Community similarity decreased significantly with elevational distance while distance decay was weaker with environmental distance. Our results suggest that diatom alpha and beta diversity along stream elevational gradients are shaped by interacting local environmental factors such as water depth and substrate size, indicating vulnerability of diatoms to physical disturbances, and regional factors such as dispersal and geographical variables. Diatom diversity patterns do not seem to concur with patterns often observed for larger organisms as no consistent elevational patterns in richness or range sizes were found.	2016	61	10.1111/fwb.12791
