"authors","title","journal","abstract","year","volume","DOI","screened","reviewer"
"Deng Y; He ZL; Xiong JB; Yu H; Xu MY; Hobbie SE; Reich PB; Schadt CW; Kent A; Pendall E; Wallenstein M; Zhou JZ","Elevated carbon dioxide accelerates the spatial turnover of soil microbial communities","GLOBAL CHANGE BIOLOGY","Although elevated CO2 (eCO(2)) significantly affects the -diversity, composition, function, interaction and dynamics of soil microbial communities at the local scale, little is known about eCO(2) impacts on the geographic distribution of micro-organisms regionally or globally. Here, we examined the -diversity of 110 soil microbial communities across six free air CO2 enrichment (FACE) experimental sites using a high-throughput functional gene array. The -diversity of soil microbial communities was significantly (P<0.05) correlated with geographic distance under both CO2 conditions, but declined significantly (P<0.05) faster at eCO(2) with a slope of -0.0250 than at ambient CO2 (aCO(2)) with a slope of -0.0231 although it varied within each individual site, indicating that the spatial turnover rate of soil microbial communities was accelerated under eCO(2) at a larger geographic scale (e.g. regionally). Both distance and soil properties significantly (P<0.05) contributed to the observed microbial -diversity. This study provides new hypotheses for further understanding their assembly mechanisms that may be especially important as global CO2 continues to increase.","2016","22","10.1111/gcb.13098","YES","Dave"
"Kharbush JJ; Kejriwal K; Aluwihare LI","Distribution and Abundance of Hopanoid Producers in Low-Oxygen Environments of the Eastern Pacific Ocean","MICROBIAL ECOLOGY","Hopanoids are bacterial membrane lipid biomarker molecules that feature prominently in the molecular fossil record. In the modern marine water column, recent reports implicate bacteria inhabiting low-oxygen environments as important sources of hopanoids to marine sediments. However, the preliminary biogeography reported by recent studies and the environmental conditions governing such distributions can only be confirmed when the numerical abundance of these organisms is known with more certainty. In this study, we employ two different approaches to examine the quantitative significance of phylogenetically distinct hopanoid producers in low-oxygen environments. First, we develop a novel quantitative PCR (qPCR) assay for the squalene hopene cyclase (sqhC) gene, targeting a subset of hopanoid producers previously identified to be important in the eastern North Pacific Ocean. The results represent the first quantitative gene abundance data of any kind for hopanoid producers in the marine water column and show that these putative alphaproteobacterial hopanoid producers are rare, comprising at most 0.2 % of the total bacterial community in our samples. Second, a complementary analysis of existing low-oxygen metagenomic datasets further examined the generality of the qPCR observation. We find that the dominant sqhC sequences in these metagenomic datasets are associated with phyla such as Nitrospinae rather than Proteobacteria, consistent with the qPCR finding that alphaproteobacterial hopanoid producers are not very abundant in low-oxygen environments. In fact, positive correlations between sqhC gene abundance and environmental parameters in these samples identify nitrite availability as a potentially important factor in the ecology of hopanoid producers that dominate low-oxygen environments.","2016","71","10.1007/s00248-015-0671-y","NO","Dave"
"Stacy A; McNally L; Darch SE; Brown SP; Whiteley M","The biogeography of polymicrobial infection","NATURE REVIEWS MICROBIOLOGY","Microbial communities are spatially organized in both the environment and the human body. Although patterns exhibited by these communities are described by microbial biogeography, this discipline has previously only considered large-scale, global patterns. By contrast, the fine-scale positioning of a pathogen within an infection site can greatly alter its virulence potential. In this Review, we highlight the importance of considering spatial positioning in the study of polymicrobial infections and discuss targeting biogeography as a therapeutic strategy.","2016","14","10.1038/nrmicro.2015.8","NO","Dave"
"Young KR","Biogeography of the Anthropocene: Domestication","PROGRESS IN PHYSICAL GEOGRAPHY","The past and present impacts of humans on the biosphere have altered many ecological and evolutionary processes. One of the most dramatic set of examples comes from domestication, which has transformed species, landscapes, and socioeconomic systems over the last 30 millennia. Recent research driven by advances in molecular biology and information sciences, and enriched by whole genome analyses of the main plant and animal domesticates, is now able to elucidate obscure phylogenetic relationships complicated by past hybridization and chromosome rearrangements. These methods also reveal information on the historical events that converted wild species into useful, and in some cases, codependent taxa. A further set of human-domesticate interactions produces the great diversification behind the origin and maintenance of numerous crop landraces, fruit and vegetable variants, and animal breeds. Fashion, taste preferences, and familial dynamics are some of the additional factors involved beyond usefulness that collectively result in human-caused artificial selection. Domestication is an important dimension to consider in understanding the biogeographical implications of the Anthropocene.","2016","40","10.1177/0309133315598724","NO","Dave"
"Sohm JA; Ahlgren NA; Thomson ZJ; Williams C; Moffett JW; Saito MA; Webb EA; Rocap G","Co-occurring Synechococcus ecotypes occupy four major oceanic regimes defined by temperature, macronutrients and iron","ISME JOURNAL","Marine picocyanobacteria, comprised of the genera Synechococcus and Prochlorococcus, are the most abundant and widespread primary producers in the ocean. More than 20 genetically distinct clades of marine Synechococcus have been identified, but their physiology and biogeography are not as thoroughly characterized as those of Prochlorococcus. Using clade-specific qPCR primers, we measured the abundance of 10 Synechococcus clades at 92 locations in surface waters of the Atlantic and Pacific Oceans. We found that Synechococcus partition the ocean into four distinct regimes distinguished by temperature, macronutrients and iron availability. Clades I and IV were prevalent in colder, mesotrophic waters; clades II, III and X dominated in the warm, oligotrophic open ocean; clades CRD1 and CRD2 were restricted to sites with low iron availability; and clades XV and XVI were only found in transitional waters at the edges of the other biomes. Overall, clade II was the most ubiquitous clade investigated and was the dominant clade in the largest biome, the oligotrophic open ocean. Co-occurring clades that occupy the same regime belong to distinct evolutionary lineages within Synechococcus, indicating that multiple ecotypes have evolved independently to occupy similar niches and represent examples of parallel evolution. We speculate that parallel evolution of ecotypes may be a common feature of diverse marine microbial communities that contributes to functional redundancy and the potential for resiliency.","2016","10","10.1038/ismej.2015.115","NO","Dave"
"Tedersoo L; Bahram M; Cajthaml T; Polme S; Hiiesalu I; Anslan S; Harend H; Buegger F; Pritsch K; Koricheva J; Abarenkov K","Tree diversity and species identity effects on soil fungi, protists and animals are context dependent","ISME JOURNAL","Plant species richness and the presence of certain influential species (sampling effect) drive the stability and functionality of ecosystems as well as primary production and biomass of consumers. However, little is known about these floristic effects on richness and community composition of soil biota in forest habitats owing to methodological constraints. We developed a DNA metabarcoding approach to identify the major eukaryote groups directly from soil with roughly species-level resolution. Using this method, we examined the effects of tree diversity and individual tree species on soil microbial biomass and taxonomic richness of soil biota in two experimental study systems in Finland and Estonia and accounted for edaphic variables and spatial autocorrelation. Our analyses revealed that the effects of tree diversity and individual species on soil biota are largely context dependent. Multiple regression and structural equation modelling suggested that biomass, soil pH, nutrients and tree species directly affect richness of different taxonomic groups. The community composition of most soil organisms was strongly correlated due to similar response to environmental predictors rather than causal relationships. On a local scale, soil resources and tree species have stronger effect on diversity of soil biota than tree species richness per se.","2016","10","10.1038/ismej.2015.116","YES","Dave"
"Mojica KDA; Huisman J; Wilhelm SW; Brussaard CPD","Latitudinal variation in virus-induced mortality of phytoplankton across the North Atlantic Ocean","ISME JOURNAL","Viral lysis of phytoplankton constrains marine primary production, food web dynamics and biogeochemical cycles in the ocean. Yet, little is known about the biogeographical distribution of viral lysis rates across the global ocean. To address this, we investigated phytoplankton group-specific viral lysis rates along a latitudinal gradient within the North Atlantic Ocean. The data show large-scale distribution patterns of different virus groups across the North Atlantic that are associated with the biogeographical distributions of their potential microbial hosts. Average virus-mediated lysis rates of the picocyanobacteria Prochlorococcus and Synechococcus were lower than those of the picoeukaryotic and nanoeukaryotic phytoplankton (that is, 0.14 per day compared with 0.19 and 0.23 per day, respectively). Total phytoplankton mortality (virus plus grazer-mediated) was comparable to the gross growth rate, demonstrating high turnover rates of phytoplankton populations. Virus-induced mortality was an important loss process at low and mid latitudes, whereas phytoplankton mortality was dominated by microzooplankton grazing at higher latitudes (>56 degrees N). This shift from a viral-lysis-dominated to a grazing-dominated phytoplankton community was associated with a decrease in temperature and salinity, and the decrease in viral lysis rates was also associated with increased vertical mixing at higher latitudes. Ocean-climate models predict that surface warming will lead to an expansion of the stratified and oligotrophic regions of the worlds oceans. Our findings suggest that these future shifts in the regional climate of the ocean surface layer are likely to increase the contribution of viral lysis to phytoplankton mortality in the higher-latitude waters of the North Atlantic, which may potentially reduce transfer of matter and energy up the food chain and thus affect the capacity of the northern North Atlantic to act as a long-term sink for CO2.","2016","10","10.1038/ismej.2015.130","NO","Dave"
"Ulyshen MD","Wood decomposition as influenced by invertebrates","BIOLOGICAL REVIEWS","The diversity and habitat requirements of invertebrates associated with dead wood have been the subjects of hundreds of studies in recent years but we still know very little about the ecological or economic importance of these organisms. The purpose of this review is to examine whether, how and to what extent invertebrates affect wood decomposition in terrestrial ecosystems. Three broad conclusions can be reached from the available literature. First, wood decomposition is largely driven by microbial activity but invertebrates also play a significant role in both temperate and tropical environments. Primary mechanisms include enzymatic digestion (involving both endogenous enzymes and those produced by endo- and ectosymbionts), substrate alteration (tunnelling and fragmentation), biotic interactions and nitrogen fertilization (i.e. promoting nitrogen fixation by endosymbiotic and free-living bacteria). Second, the effects of individual invertebrate taxa or functional groups can be accelerative or inhibitory but the cumulative effect of the entire community is generally to accelerate wood decomposition, at least during the early stages of the process (most studies are limited to the first 2-3years). Although methodological differences and design limitations preclude meta-analysis, studies aimed at quantifying the contributions of invertebrates to wood decomposition commonly attribute 10-20% of wood loss to these organisms. Finally, some taxa appear to be particularly influential with respect to promoting wood decomposition. These include large wood-boring beetles (Coleoptera) and termites (Termitoidae), especially fungus-farming macrotermitines. The presence or absence of these species may be more consequential than species richness and the influence of invertebrates is likely to vary biogeographically.","2016","91","10.1111/brv.12158","NO","Dave"
"Tisthammer KH; Cobian GM; Amend AS","Global biogeography of marine fungi is shaped by the environment","FUNGAL ECOLOGY","Fungi are essential components of marine ecosystems, yet very little is known about their global distribution and diversity in the marine environment. In this study, we analyzed marine fungal community structure at a global scale using the International Census of Marine Microbes dataset. Marine fungal communities sampled from both the water column and sediments were compared. Based on the sequences of the nuclear ribosomal small subunit V9 region, 2200 operational taxonomic units (OTUs) were identified at 97% similarity. There was a significant distinction between the pelagic and benthic communities, with 15.4% OTUs shared between the two realms. Environmental factors, particularly sample depth, oxygen, and nitrate, strongly correlated with the fungal community composition and explained more variance than did geographic distance. This study represents the first global-scale analysis of marine fungal community structure, and highlights potential opportunities for research in marine fungal ecology and biogeography. (C) 2015 Elsevier Ltd and The British Mycological Society. All rights reserved.","2016","19","10.1016/j.funeco.2015.09.003","YES","Dave"
"Duarte S; Barlocher F; Pascoal C; Cassio F","Biogeography of aquatic hyphomycetes: Current knowledge and future perspectives","FUNGAL ECOLOGY","Since Ingolds (1942) initial description, mycologists have been interested in deciphering global distribution patterns of aquatic hyphomycetes, a group of fungi that play a key role in plant-litter decomposition in freshwaters. However, many questions remain largely unanswered. In this review, we used distribution data of morphospecies from studies throughout the world in an attempt to better understand the magnitude of global species richness, patterns of biodiversity and the extent of cosmopolitanism versus endemism. Sampling efforts have varied among geographic regions, and correlate significantly with species richness. Community similarity decreased with geographic or latitudinal distance. Species richness was highest at mid-latitudes (temperate streams), and high community similarities were found between geographically distant locations in similar climatic zones. Studies relying on morphotypes have undoubtedly provided relevant information on the geographic distribution of aquatic hyphomycetes. However, metagenomic approaches combining taxonomic, phylogenetic and functional diversity in coordinated surveys will be the best option to better decipher diversity patterns of these fungi and their functional roles at a global scale. (C) 2015 Elsevier Ltd and The British Mycological Society. All rights reserved.","2016","19","10.1016/j.funeco.2015.06.002","YES","Dave"
"Behzad H; Ibarra MA; Mineta K; Gojobori T","Metagenomic studies of the Red Sea","GENE","Metagenomics has significantly advanced the field of marine microbial ecology, revealing the vast diversity of previously unknown microbial life forms in different marine niches. The tremendous amount of data generated has enabled identification of a large number of microbial genes (metagenomes), their community interactions, adaptation mechanisms, and their potential applications in pharmaceutical and biotechnology-based industries. Comparative metagenomics reveals that microbial diversity is a function of the local environment, meaning that unique or unusual environments typically harbor novel microbial species with unique genes and metabolic pathways. The Red Sea has an abundance of unique characteristics; however, its microbiota is one of the least studied among marine environments. The Red Sea harbors approximately 25 hot anoxic brine pools, plus a vibrant coral reef ecosystem. Physiochemical studies describe the Red Sea as an oligotrophic environment that contains one of the warmest and saltiest waters in the world with year-round high UV radiations. These characteristics are believed to have shaped the evolution of microbial communities in the Red Sea. Over-representation of genes involved in DNA repair, high-intensity light responses, and osmoregulation were found in the Red Sea metagenomic databases suggesting acquisition of specific environmental adaptation by the Red Sea microbiota. The Red Sea brine pools harbor a diverse range of halophilic and thermophilic bacterial and archaeal communities, which are potential sources of enzymes for pharmaceutical and biotechnology-based application. Understanding the mechanisms of these adaptations and their function within the larger ecosystem could also prove useful in light of predicted global warming scenarios where global ocean temperatures are expected to rise by 1-3 degrees C in the next few decades. In this review, we provide an overview of the published metagenomic studies that were conducted in the Red Sea, and the bio-prospecting potential of the Red Sea microbiota. Furthermore, we discuss the limitations of the previous studies and the need for generating a large and representative metagenomic database of the Red Sea to help establish a dynamic model of the Red Sea microbiota. (C) 2015 Elsevier B.V. All rights reserved.","2016","576","10.1016/j.gene.2015.10.034","NO","Dave"
"Bienhold C; Zinger L; Boetius A; Ramette A","Diversity and Biogeography of Bathyal and Abyssal Seafloor Bacteria","PLOS ONE","The deep ocean floor covers more than 60% of the Earths surface, and hosts diverse bacterial communities with important functions in carbon and nutrient cycles. The identification of key bacterial members remains a challenge and their patterns of distribution in seafloor sediment yet remain poorly described. Previous studies were either regionally restricted or included few deep-sea sediments, and did not specifically test biogeographic patterns across the vast oligotrophic bathyal and abyssal seafloor. Here we define the composition of this deep seafloor microbiome by describing those bacterial operational taxonomic units (OTU) that are specifically associated with deep-sea surface sediments at water depths ranging from 1000-5300 m. We show that the microbiome of the surface seafloor is distinct from the subsurface seafloor. The cosmopolitan bacterial OTU were affiliated with the clades JTB255 (class Gammaproteobacteria, order Xanthomonadales) and OM1 (Actinobacteria, order Acidimicrobiales), comprising 21% and 7% of their respective clades, and about 1% of all sequences in the study. Overall, few sequence-abundant bacterial types were globally dispersed and displayed positive range-abundance relationships. Most bacterial populations were rare and exhibited a high degree of endemism, explaining the substantial differences in community composition observed over large spatial scales. Despite the relative physicochemical uniformity of deep-sea sediments, we identified indicators of productivity regimes, especially sediment organic matter content, as factors significantly associated with changes in bacterial community structure across the globe.","2016","11","10.1371/journal.pone.0148016","MAYBE","Dave"
"Jeffries TC; Fontes MLS; Harrison DP; Van-Dongen-Vogels V; Eyre BD; Ralph PJ; Seymour JR","Bacterioplankton Dynamics within a Large Anthropogenically Impacted Urban Estuary","FRONTIERS IN MICROBIOLOGY","The abundant and diverse microorganisms that inhabit aquatic systems are both determinants and indicators of aquatic health, providing essential ecosystem services such as nutrient cycling but also causing harmful blooms and disease in impacted habitats. Estuaries are among the most urbanized coastal ecosystems and as a consequence experience substantial environmental pressures, providing ideal systems to study the influence of anthropogenic inputs on microbial ecology. Here we use the highly urbanized Sydney Harbor, Australia, as a model system to investigate shifts in microbial community composition and function along natural and anthopogenic physicochemical gradients, driven by stormwater inflows, tidal flushing and the input of contaminants and both naturally and anthropogenically derived nutrients. Using a combination of amplicon sequencing of the 16S rRNA gene and shotgun metagenomics, we observed strong patterns in microbial biogeography across the estuary during two periods: one of high and another of low rainfall. These patterns were driven by shifts in nutrient concentration and dissolved oxygen leading to a partitioning of microbial community composition in different areas of the harbor with different nutrient regimes. Patterns in bacterial composition were related to shifts in the abundance of Rhodobacteraceae, Flavobacteriaceae, Microbacteriaceae, Halomonadaceae, Acidomicrobiales, and Synechococcus, coupled to an enrichment of total microbial metabolic pathways including phosphorus and nitrogen metabolism, sulfate reduction, virulence, and the degradation of hydrocarbons. Additionally, community beta-diversity was partitioned between the two sampling periods. This potentially reflected the influence of shifting allochtonous nutrient inputs on microbial communities and highlighted the temporally dynamic nature of the system. Combined, our results provide insights into the simultaneous influence of natural and anthropogenic drivers on the structure and function of microbial communities within a highly urbanized aquatic ecosystem.","2016","6","10.3389/fmicb.2015.01438","MAYBE","Dave"
"Frade PR; Roll K; Bergauer K; Herndl GJ","Archaeal and Bacterial Communities Associated with the Surface Mucus of Caribbean Corals Differ in Their Degree of Host Specificity and Community Turnover Over Reefs","PLOS ONE","Comparative studies on the distribution of archaeal versus bacterial communities associated with the surface mucus layer of corals have rarely taken place. It has therefore remained enigmatic whether mucus-associated archaeal and bacterial communities exhibit a similar specificity towards coral hosts and whether they vary in the same fashion over spatial gradients and between reef locations. We used microbial community profiling (terminal-restriction fragment length polymorphism, T-RFLP) and clone library sequencing of the 16S rRNA gene to compare the diversity and community structure of dominant archaeal and bacterial communities associating with the mucus of three common reef-building coral species (Porites astreoides, Siderastrea siderea and Orbicella annularis) over different spatial scales on a Caribbean fringing reef. Sampling locations included three reef sites, three reef patches within each site and two depths. Reference sediment samples and ambient water were also taken for each of the 18 sampling locations resulting in a total of 239 samples. While only 41% of the bacterial operational taxonomic units (OTUs) characterized by T-RFLP were shared between mucus and the ambient water or sediment, for archaeal OTUs this percentage was 2-fold higher (78%). About half of the mucus-associated OTUs (44% and 58% of bacterial and archaeal OTUs, respectively) were shared between the three coral species. Our multivariate statistical analysis (ANOSIM, PERMANOVA and CCA) showed that while the bacterial community composition was determined by habitat (mucus, sediment or seawater), host coral species, location and spatial distance, the archaeal community composition was solely determined by the habitat. This study highlights that mucus-associated archaeal and bacterial communities differ in their degree of community turnover over reefs and in their host-specificity.","2016","11","10.1371/journal.pone.0144702","YES","Dave"
"Fiore-Donno AM; Weinert J; Wubet T; Bonkowski M","Metacommunity analysis of amoeboid protists in grassland soils","SCIENTIFIC REPORTS","This study reveals the diversity and distribution of two major ubiquitous groups of soil amoebae, the genus Acanthamoeba and the Myxomycetes (plasmodial slime-moulds) that are rarely, if ever, recovered in environmental sampling studies. We analyzed 150 grassland soil samples from three Biodiversity Exploratories study regions in Germany. We developed specific primers targeting the V2 variable region in the first part of the small subunit of the ribosomal RNA gene for high-throughput pyrotag sequencing. From ca. 1 million reads, applying very stringent filtering and clustering parameters to avoid overestimation of the diversity, we obtained 273 acanthamoebal and 338 myxomycete operational taxonomic units (OTUs, 96% similarity threshold). This number is consistent with the genetic diversity known in the two investigated lineages, but unequalled to date by any environmental sampling study. Only very few OTUs were identical to already known sequences. Strikingly different OTUs assemblages were found between the three German regions (PerMANOVA p. value = 0.001) and even between sites of the same region (multiple-site Simpson-based similarity indices <0.4), showing steep biogeographical gradients.","2016","6","10.1038/srep19068","NO","Dave"
"Milici M; Tomasch J; Wos-Oxley ML; Wang H; Jauregui R; Camarinha-Silva A; Deng ZL; Plumeier I; Giebel HA; Wurst M; Pieper DH; Simon M; Wagner-Dobler I","Low diversity of planktonic bacteria in the tropical ocean","SCIENTIFIC REPORTS","The diversity of macro-organisms increases towards the equator, with almost no exceptions. It is the most conserved biogeographical pattern on earth and is thought to be related to the increase of temperature and productivity in the tropics. The extent and orientation of a latitudinal gradient of marine bacterioplankton diversity is controversial. Here we studied the euphotic zone of the Atlantic Ocean based on a transect covering similar to 12.000 km from 51 degrees S to 47 degrees N. Water samples were collected at 26 stations at five depths between 20 and 200 m and sequentially filtered through 8 mu m, 3 mu m and 0,22 mu m filters, resulting in a total of 359 samples. Illumina sequencing of the V5-V6 region of the 16S rRNA gene revealed a clear biogeographic pattern with a double inverted latitudinal gradient. Diversity was higher in mid-latitudinal regions of the Atlantic Ocean and decreased towards the equator. This pattern was conserved for bacteria from all three planktonic size fractions. Diversity showed a non-linear relationship with temperature and was negatively correlated with bacterial cell numbers in the upper depth layers (<100 m). The latitudinal gradients of marine bacterial diversity and the mechanisms that govern them are distinct from those found in macro-organisms.","2016","6","10.1038/srep19054","MAYBE","Dave"
"Yilmaz P; Yarza P; Rapp JZ; Glockner FO","Expanding the World of Marine Bacterial and Archaeal Clades","FRONTIERS IN MICROBIOLOGY","Determining which microbial taxa are out there, where they live, and what they are doing is a driving approach in marine microbial ecology. The importance of these questions is underlined by concerted, large-scale, and global ocean sampling initiatives, for example the International Census of Marine Microbes, Ocean Sampling Day, or Tara Oceans. Given decades of effort, we know that the large majority of marine Bacteria and Archaea belong to about a dozen phyla. In addition to the classically culturable Bacteria and Archaea, at least 50 clades, at different taxonomic depths, exist. These account for the majority of marine microbial diversity, but there is still an underexplored and less abundant portion remaining. We refer to these hitherto unrecognized clades as unknown, as their boundaries, names, and classifications are not available. In this work, we were able to characterize up to 92 of these unknown clades found within the bacterial and archaeal phylogenetic diversity currently reported for marine water column environments. We mined the SILVA 16S rRNA gene datasets for sequences originating from the marine water column. Instead of the usual subjective taxa delineation and nomenclature methods, we applied the candidate taxonomic unit (CTU) circumscription system, along with a standardized nomenclature to the sequences in newly constructed phylogenetic trees. With this new phylogenetic and taxonomic framework, we performed an analysis of ICoMM rRNA gene amplicon datasets to gain insights into the global distribution of the new marine clades, their ecology, biogeography, and interaction with oceanographic variables. Most of the new clades we identified were interspersed by known taxa with cultivated members, whose genome sequences are available. This result encouraged us to perform metabolic predictions for the novel marine clades using the PICRUSt approach. Our work also provides an update on the taxonomy of several phyla and widely known marine clades as our CTU approach breaks down these randomly lumped clades into smaller objectively calculated subgroups. Finally, all taxa were classified and named following standards compatible with the Bacteriological Code rules, enhancing their digitization, and comparability with future microbial ecological and taxonomy studies.","2016","6","10.3389/fmicb.2015.01524","NO","Dave"
"Feres JC; Porfirio-Sousa AL; Ribeiro GM; Rocha GM; Sterza JM; Souza MBG; Soares CEA; Lahr DJG","Morphological and Morphometric Description of a Novel Shelled Amoeba Arcellagandalfi sp nov (Amoebozoa: Arcellinida) from Brazilian Continental Waters","ACTA PROTOZOOLOGICA","Arcellinida are free-living lobose amoebae that produce an outer shell (test). Here, we describe a conspicuous new species, Arcella gandalfi sp. nov, from Brazilian continental waters, along with a morphological and biometrical characterization. Test diameter and test height are on average 81 and 71 respectively. This new species has an apical conical extension, which differentiates it from other Arcella species. A. gandalfi seems to be closely-related to A. brasiliensis, due to the distinct marginal ring (test brim) present only in these two species. Since A. gandalfi is easily identified by morphological features and due to its apparent geographic restriction to South America, we discuss its possible use as a new flagship species.","2016","55","10.4467/16890027AP.16.021.6008","NO","Dave"
"Kirchman DL; Cottrel MT; DiTullio GR","Shaping of bacterial community composition and diversity by phytoplankton and salinity in the Delaware Estuary, USA","AQUATIC MICROBIAL ECOLOGY","Our understanding of the impact of phytoplankton on bacterial communities is largely based on studies showing that a few bacteria have interactions with the phytoplankton class, which is often diatoms, dominating phytoplankton communities. To determine the effect of the complete phytoplankton community on the entire bacterial community, we used tag pyro sequences of the 16S rRNA gene and phytoplankton pigments measured by high performance liquid chromatography along with Chemtax analyses to examine bacterial and phytoplankton communities along the salinity gradient of the Delaware Estuary, USA, in August and November of 3 years (2011-2013). Salinity had a large effect on the composition, taxon richness, and evenness of bacterial communities in the estuary, but so too did the composition and biomass of the phytoplankton community. Phytoplankton classes had a larger effect in shaping the composition of bacterial communities than did total chlorophyll a. Although diatoms and cryptophytes dominated the phytoplankton communities in both August and November, less common phytoplankton classes, such as dinoflagellates, haptophytes, and prasinophytes, had more significant relationships with the entire bacterial community and with individual bacterial taxa. In contrast, the 2 most abundant bacterial subclades in the estuary, SAR11 IIIa and SAR 11 IIIb, had few significant relationships with chlorophyll a or with phytoplankton classes. These data on bacterial and phytoplankton community composition help to explain the weak coupling between bacteria and phytoplankton communities often observed in estuarine and other aquatic systems.","2016","78","10.3354/ame01805","MAYBE","Dave"
"Vouilloud AA; Plata-Diaz Y; Pedraza E; Pimienta A; Heguilor S; Lamaro A; Sala SE","Distribution of Eunotia parasiolii (Bacillariophyceae) in Neotropical rivers (Colombia) and its implication on the speciess taxonomy","HIDROBIOLOGICA","Background. Microorganisms have traditionally been considered cosmopolitan. Nevertheless, recent studies of diverse groups demonstrated that this is an erroneous concept. Reviews of diatoms from the Neotropics have shown high biodiversity and numerous endemic species. Colombia has great habitat diversity in relatively small areas due to its latitudinal position and topography, so it is an ideal site for biogeographic studies. One of the better represented genera in lowland rivers, Eunotia and Eunotia parasiolii, a Neotropical species, was reported in several countries in the region. Goals. In order to establish whether the three morphotypes found are discrete taxonomic entities, their morphometric data, fine morphology and geographical distribution were analyzed. Methods. 170 periphyton samples corresponding to 83 lotic systems were analyzed. Samples were prepared following the CENT/TC 230 (2002) protocol. They were observed with light (LM) and scanning electronic microscope (SEM). Distribution maps were made using GIS and a Morans I autocorrelation spatial index was applied. Results. The analyses of several specimens collected at 83 lotic systems allowed us to differentiate a priori 3 morphotypes based on the valve outline, development of subapical costae, and striae density. The species was extensively distributed in the study area, in basins with different hydrogeomorphology and chemical characteristics. The morphological characteristics that distinguish these morphotypes varied gradually; besides, the morphotypes were randomly distributed. Conclusions. We conclude that Eunotia parasiolii is a species with a great morphological variability and wide distribution. We propose to emend the description of the species, since the original diagnosis does not include characteristics of the fine structure of the frustules and therefore is insufficient to differentiate it from its allied taxa.","2016","26","","NO","Dave"
"Peay KG","The Mutualistic Niche: Mycorrhizal Symbiosis and Community Dynamics","ANNUAL REVIEW OF ECOLOGY, EVOLUTION, AND SYSTEMATICS, VOL 47","The niche is generally viewed in terms of species intrinsic physiological potential and limitations due to competition. Although DNA sequencing has revealed the ubiquity of beneficial microbial symbioses, the role of mutualisms in shaping species niches is not broadly recognized. In this review, I use a widespread terrestrial mutualism, the ectomycorrhizal symbiosis, to help develop the mutualistic niche concept. Using contemporary niche theory, I show how mycorrhizal symbioses expand environmental ranges (requirement niche) and influence resource use (impact niche) for both plants and fungi. Simple niche models for competition between resource specialists and generalists also predict a range of ecological phenomena, from unexpected monodominance by some tropical trees to the functional biogeography of mycorrhizal symbiosis. A niche-based view of mutualism may also help explain stability of mutualisms even in the absence of clear benefits. The niche is a central concept in ecology, and better integration of mutualism will more accurately reflect the positive interactions experienced by nearly all species.","2016","47","10.1146/annurev-ecolsys-121415-032100","NO","Dave"
"Keuter S; Rinkevich B","Spatial homogeneity of bacterial and archaeal communities in the deep eastern Mediterranean Sea surface sediments","INTERNATIONAL MICROBIOLOGY","The diversity of microorganisms inhabiting the deep sea surface sediments was investigated in 9 stations (700-1900 m depth) in the Levantine basin by 454 massive tag sequencing of the 16S rDNA V4 region using universal primers. In total, 108,811 reads (an average of 10,088 per sample) were assigned to 5014 bacterial and 966 archaeal operational taxonomic units (OTUs; at 97% cut off). The 55% of the reads were of archaea, indicating dominance of archaea over bacteria at eight of the stations. The diversity and estimated richness values were high (e.g., H ranged from 5.66 to 7.41 for bacteria). The compositions of the microorganisms at all stations were remarkably similar, with Bray-Curtis similarities of 0.53-0.91 and 0.74-0.99 for bacterial and archaeal orders respectively. At two stations, very high abundances of only a few genera (Marinobacterium, Bacillus, Vibrio, Photobacterium) were accountable for the dissimilarities documented compared to the other deep sea stations. Half of the bacterial reads (51%) belonged to the phylum Proteobacteria, comprising mainly Gammaproteobacteria (41-72% of the proteobacterial reads per sample), Deltaproteobacteria (12-29%), Alphaproteobacteria (7-18%) and Betaproteobacteria (3-14%). The most abundant bacterial family was Sinobacteraceae (order Xanthomonadales) with 5-10% of total bacterial reads per sample. Most abundant reads (15.4% of all microbial reads) were affiliated with Marine Group 1 archaea, putatively capable of ammonia oxidation (213 OTUs), and bacteria involved in nitrification were found in all samples. The data point to the significant role that chemolithotrophic carbon assimilation and nitrification fill in the oligotrophic deep sea Levant sediments.","2016","19","10.2436/20.1501.01.269","MAYBE","Dave"
